name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files,node_version,pkg_manager,package,version_from,version_to
gradient-plane,balraj-johal,https://github.com/balraj-johal/gradient-plane/pull/11,Bump eslint-plugin-prettier from 4.2.1 to 5.0.0,11,dependabot/npm_and_yarn/eslint-plugin-prettier-5.0.0,90a2f5f4ffd50b434a19d9d3280a5ef2aaed6371,closed,true,3,6,v18.16.0,npm,eslint-plugin-prettier,4.2.1,5.0.0
stryker-runner,slcp,https://github.com/slcp/stryker-runner/pull/260,Bump prettier from 2.8.8 to 3.0.2,260,dependabot/npm_and_yarn/prettier-3.0.2,6799a79585c8fb1155a8069ab58f34d1daf23847,closed,true,4,6,16,yarn,prettier,2.8.8,3.0.2
zod-openapi,samchungy,https://github.com/samchungy/zod-openapi/pull/154,Bump skuba from 6.2.0 to 7.0.1,154,dependabot/npm_and_yarn/skuba-7.0.1,764c3b0d7425abab1d051010a31c9e5de5c3dbd6,closed,true,2,6,18,yarn,skuba,6.2.0,7.0.1
jaeger-ui,jaegertracing,https://github.com/jaegertracing/jaeger-ui/pull/1553,Bump prettier from 2.8.8 to 3.0.0,1553,dependabot/npm_and_yarn/prettier-3.0.0,b23952fdfbeae0dce129fe0bb51deff8dc542966,closed,true,3,7,16,yarn,prettier,2.8.8,3.0.0
next-batatabit,Hugomndez,https://github.com/Hugomndez/next-batatabit/pull/142,build(deps): bump next from 12.3.0 to 13.4.1,142,dependabot/npm_and_yarn/next-13.4.1,25b70f12589be706626734e51a98a844d0048090,closed,true,2,8,lts/gallium,yarn,next,12.3.0,13.4.1
project-portal-theme,thepolicylab-projectportals,https://github.com/thepolicylab-projectportals/project-portal-theme/pull/599,chore(deps-dev): bump @testing-library/jest-dom from 5.17.0 to 6.1.3,599,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.3,227c51817be72a313a0aa0a45dcb6c3e6daec8c4,closed,true,7,8,18,yarn,@testing-library/jest-dom,5.17.0,6.1.3
eth-snap-keyring,MetaMask,https://github.com/MetaMask/eth-snap-keyring/pull/51,chore(deps-dev): bump @metamask/eslint-config-typescript from 11.1.0 to 12.1.0,51,dependabot/npm_and_yarn/main/metamask/eslint-config-typescript-12.1.0,55e38824aa229dbaf26f770533a5cceab068d491,closed,true,2,8,v18,yarn,@metamask/eslint-config-typescript,11.1.0,12.1.0
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/7041,Bump idb from 7.1.1 to 8.0.0,7041,dependabot/npm_and_yarn/idb-8.0.0,67fe0e3888153d66d54cd8ba25c47b61bc35a3e9,closed,true,3,8,20.5.1,npm,idb,7.1.1,8.0.0
yari,mdn,https://github.com/mdn/yari/pull/8171,chore(deps): bump got from 11.8.5 to 12.5.3,8171,dependabot/npm_and_yarn/got-12.5.3,cf26ee4fd6540bfae066dcdf8335325189ae3464,closed,true,2,8,v16.19,yarn,got,11.8.5,12.5.3
example-with-tasks-and-resque-ui,actionhero,https://github.com/actionhero/example-with-tasks-and-resque-ui/pull/301,Bump prettier from 2.8.8 to 3.0.3,301,dependabot/npm_and_yarn/prettier-3.0.3,e71db5cfca10247fc1c4b670ef22d099cffa027a,closed,true,2,9,v16,npm,prettier,2.8.8,3.0.3
actionhero-socket-server,actionhero,https://github.com/actionhero/actionhero-socket-server/pull/242,Bump prettier from 2.8.8 to 3.0.3,242,dependabot/npm_and_yarn/prettier-3.0.3,7cb25b43ad8eed3ea4dd1df13ea926a9cc9c444c,closed,true,2,9,v16,npm,prettier,2.8.8,3.0.3
website,jonhaddow,https://github.com/jonhaddow/website/pull/129,Bump prettier from 2.8.8 to 3.0.3,129,dependabot/npm_and_yarn/prettier-3.0.3,de4295f0f5b102d00db14d01ad1b7a0266ee3aa9,closed,true,2,10,v18.13.0,npm,prettier,2.8.8,3.0.3
cloud-sdk-js,SAP,https://github.com/SAP/cloud-sdk-js/pull/3607,chore(deps): bump glob from 8.1.0 to 9.2.1,3607,dependabot/npm_and_yarn/main/glob-9.2.1,da79aec61e2f9e880dc3e4d02a0d4b9ab787ead5,closed,true,15,10,node,yarn,glob,8.1.0,9.2.1
paas-admin,alphagov,https://github.com/alphagov/paas-admin/pull/4716,Bump govuk-frontend from 4.7.0 to 5.0.0,4716,dependabot/npm_and_yarn/govuk-frontend-5.0.0,a002356d62f4f05e578f4d781b90d49c743441ee,closed,true,2,10,lts/Hydrogen,npm,govuk-frontend,4.7.0,5.0.0
camellia,camellia-app,https://github.com/camellia-app/camellia/pull/670,build(deps-dev): bump eslint-plugin-perfectionist from 1.5.1 to 2.2.0,670,dependabot/npm_and_yarn/eslint-plugin-perfectionist-2.2.0,8a47ea13c69a40c5c71b7c9a63c3974a21e3ae9f,closed,true,2,10,18,npm,eslint-plugin-perfectionist,1.5.1,2.2.0
deku-nextjs-boilerplate,dev-yakuza,https://github.com/dev-yakuza/deku-nextjs-boilerplate/pull/309,chore(deps): Bump next from 12.3.1 to 13.1.6,309,dependabot/npm_and_yarn/next-13.1.6,1370072bb5c533d43645cfe913ca1f7509c1c788,closed,true,2,12,16.13.2,npm,next,12.3.1,13.1.6
pomodoro,G07cha,https://github.com/G07cha/pomodoro/pull/151,chore(deps-dev): bump prettier from 2.8.8 to 3.0.0,151,dependabot/npm_and_yarn/prettier-3.0.0,c663634f0c3f9ecc768c95734ecf7844b1210947,closed,true,2,13,v19.3.0,npm,prettier,2.8.8,3.0.0
hmpps-probation-integration-e2e-tests,ministryofjustice,https://github.com/ministryofjustice/hmpps-probation-integration-e2e-tests/pull/232,Bump @faker-js/faker from 7.6.0 to 8.0.0,232,dependabot/npm_and_yarn/faker-js/faker-8.0.0,00976c43405ab1542b8149155903399055f948ab,closed,true,3,14,lts/*,npm,@faker-js/faker,7.6.0,8.0.0
menace,CampbellDocherty,https://github.com/CampbellDocherty/menace/pull/40,Bump prettier from 2.8.8 to 3.0.0,40,dependabot/npm_and_yarn/prettier-3.0.0,6b755fb75457f3593cf5491ef2f8c6ba502ac210,closed,true,2,15,16.14,yarn,prettier,2.8.8,3.0.0
financial-time-series-labeler,GarrisonD,https://github.com/GarrisonD/financial-time-series-labeler/pull/506,Bump prettier from 2.8.8 to 3.0.3,506,dependabot/npm_and_yarn/prettier-3.0.3,35bcb37737ada62c5e8683eafc158a844c5b85cf,closed,true,2,15,lts/*,npm,prettier,2.8.8,3.0.3
