name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files
terraso-web-client,techmatters,https://github.com/techmatters/terraso-web-client/pull/1258,build(deps): Bump jwt-decode from 3.1.2 to 4.0.0,1258,dependabot/npm_and_yarn/jwt-decode-4.0.0,8a8e82a9ca6951c3e2c767f152e2a436522136e0,closed,true,3,3
euphrosyne,betagouv,https://github.com/betagouv/euphrosyne/pull/476,chore(deps): bump glob from 8.1.0 to 9.2.1,476,dependabot/npm_and_yarn/glob-9.2.1,762198e35324dadee1f167090224903964b6f7e8,closed,true,3,3
turborepo-remote-cache,ducktors,https://github.com/ducktors/turborepo-remote-cache/pull/112,chore(deps-dev): bump husky from 7.0.4 to 8.0.3,112,dependabot/npm_and_yarn/husky-8.0.3,3b700523515bd90097eb275f3e403551ef5d4a10,closed,true,2,3
wp-parsely,Parsely,https://github.com/Parsely/wp-parsely/pull/1597,build(deps-dev): bump @wordpress/env from 6.0.0 to 7.0.0,1597,dependabot/npm_and_yarn/wordpress/env-7.0.0,fd531f2e67ceaa756174c0d21ee93ddb17c89b1e,closed,true,2,3
ember-rdfa-editor,lblod,https://github.com/lblod/ember-rdfa-editor/pull/606,chore(deps-dev): bump ember-cli-app-version from 5.0.0 to 6.0.0,606,dependabot/npm_and_yarn/ember-cli-app-version-6.0.0,64d774724ca5c33f1d9e6bb6ac20c16086092ee5,closed,true,3,3
juliomalves.dev,juliomalves,https://github.com/juliomalves/juliomalves.dev/pull/379,build(deps-dev): bump @typescript-eslint/eslint-plugin from 5.60.0 to 6.0.0,379,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.0.0,95fa976695a9821701cb6543cf9c695a034e45fa,closed,true,5,3
rapidstack,rapidstack,https://github.com/rapidstack/rapidstack/pull/225,(Dev Dep Update): Bump eslint-plugin-security from 1.7.1 to 2.1.0,225,dependabot/npm_and_yarn/dependabot-staging/eslint-plugin-security-2.1.0,c47f6fa34857e78e8e7b171092b069fe27c53b32,closed,true,2,3
azure-dev-ops-react-ui-unit-testing,h2floh,https://github.com/h2floh/azure-dev-ops-react-ui-unit-testing/pull/61,Bump trim-newlines from 4.0.2 to 5.0.0,61,dependabot/npm_and_yarn/trim-newlines-5.0.0,655517c9bcf8315bcd50ca508f21bca2d0a344b8,closed,true,4,3
react-native-error-boundary,carloscuesta,https://github.com/carloscuesta/react-native-error-boundary/pull/600,⬆️ Bump prism-react-renderer from 1.3.5 to 2.0.4 in /docs,600,dependabot/npm_and_yarn/docs/prism-react-renderer-2.0.4,9683596970ced546b93e346494efd8d60fdd7bf2,closed,true,2,3
webext-messenger,pixiebrix,https://github.com/pixiebrix/webext-messenger/pull/135,Bump webext-content-scripts from 1.0.2 to 2.5.5,135,dependabot/npm_and_yarn/webext-content-scripts-2.5.5,92d9bba1cb5d0db9b1f1d0be83b38feebadc9d62,closed,true,2,3
plugin-audit,origam,https://github.com/origam/plugin-audit/pull/85,Bump rollup from 2.60.0 to 3.10.0,85,dependabot/npm_and_yarn/rollup-3.10.0,31dd08b0b9ee703869ff20eed24fd12e087ce6c4,closed,true,2,3
accessibility-insights-web,microsoft,https://github.com/microsoft/accessibility-insights-web/pull/7119,chore(deps-dev): Bump typed-scss-modules from 7.1.4 to 8.0.0,7119,dependabot/npm_and_yarn/typed-scss-modules-8.0.0,7419f48a02e2fdb3365671fd106f9ce718e23768,closed,true,2,3
react-ducks,iamogbz,https://github.com/iamogbz/react-ducks/pull/1269,chore(deps): bump immer from 9.0.16 to 10.0.2,1269,dependabot/npm_and_yarn/immer-10.0.2,29fe8e1aa3bb937084f477efd4e5ac84c590b01a,closed,true,2,3
paas-product-pages,alphagov,https://github.com/alphagov/paas-product-pages/pull/536,Bump next from 13.5.6 to 14.0.1,536,dependabot/npm_and_yarn/next-14.0.1,307dec546b9f37f07c952fe69018d34c651821e0,closed,true,2,3
jfq,blgm,https://github.com/blgm/jfq/pull/810,Chore(deps): bump jsonata from 1.8.6 to 2.0.1,810,dependabot/npm_and_yarn/jsonata-2.0.1,8b406ca568919655befc6b2d2840039ab5ca59dc,closed,true,2,3
eslint-config-ybiquitous,ybiquitous,https://github.com/ybiquitous/eslint-config-ybiquitous/pull/1274,feat(deps): bump eslint-plugin-regexp from 1.15.0 to 2.1.2,1274,dependabot/npm_and_yarn/eslint-plugin-regexp-2.1.2,a1ace918f1e30a0a859398fcccfa66c1954cca8b,closed,true,2,3
fastapi-starter,gaganpreet,https://github.com/gaganpreet/fastapi-starter/pull/377,Bump cypress from 11.1.0 to 12.5.1 in /{{cookiecutter.project_slug}}/frontend,377,dependabot/npm_and_yarn/{{cookiecutter.project_slug}}/frontend/cypress-12.5.1,520d92f6cfdbadbea16f515c83caaa41a3b4e0ef,closed,true,2,3
vife-meigarage-webclient,Edirom,https://github.com/Edirom/vife-meigarage-webclient/pull/36,Bump eslint from 7.32.0 to 8.31.0,36,dependabot/npm_and_yarn/eslint-8.31.0,dcee1b54060ddb3deecee2785644c6ef52140449,closed,true,2,3
website,flathub,https://github.com/flathub/website/pull/954,build(deps): bump react-chartjs-2 from 4.3.1 to 5.2.0 in /frontend,954,dependabot/npm_and_yarn/frontend/react-chartjs-2-5.2.0,bfc4c97583f77bd9eeb2c67a9170eb922735dc08,closed,true,2,3
fast-blog-page,beowoolf,https://github.com/beowoolf/fast-blog-page/pull/10,chore(deps-dev): bump lint-staged from 14.0.1 to 15.0.2,10,dependabot/npm_and_yarn/lint-staged-15.0.2,7326eca6ad747f3d642c7f7d33f6419bf36a706c,closed,true,2,3
next-testing-api,marpme,https://github.com/marpme/next-testing-api/pull/216,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.0.0,216,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.0.0,3f34603a355873504de07f460b3400586c396ba4,closed,true,3,3
reflare-cdn-template,rokibhasansagar,https://github.com/rokibhasansagar/reflare-cdn-template/pull/33,Bump typescript from 4.9.5 to 5.0.3,33,dependabot/npm_and_yarn/typescript-5.0.3,70e70fdb2d990e2ddc514995c3784fcd99823348,closed,true,2,3
disk-client-electron,UrijHoruzij,https://github.com/UrijHoruzij/disk-client-electron/pull/7,build(deps): bump electron-is-dev from 1.2.0 to 2.0.0,7,dependabot/npm_and_yarn/electron-is-dev-2.0.0,f69db64433913abbc9791c1e9f90e8782ea3da7e,closed,true,2,3
frontend,rickwarren,https://github.com/rickwarren/frontend/pull/5,Bump @testing-library/jest-dom from 5.17.0 to 6.1.5,5,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.5,308c89a0de7c4aaf11fc326f7312c32c5e3479e5,closed,true,2,3
creditcoin,gluwa,https://github.com/gluwa/creditcoin/pull/1173,build(deps): bump commander from 10.0.1 to 11.0.0 in /scripts/cc-cli,1173,dependabot/npm_and_yarn/scripts/cc-cli/commander-11.0.0,332370aeaef34f092de100fbc43b62f0176dcdee,closed,true,2,3
yari,mdn,https://github.com/mdn/yari/pull/9601,chore(deps-dev): bump stylelint-config-recommended-scss from 12.0.0 to 13.0.0,9601,dependabot/npm_and_yarn/stylelint-config-recommended-scss-13.0.0,231d6aab8f1c8efe159d268c261446c5b7ae12d9,closed,true,2,3
ESDC-Development-Setup,esdc-devcop,https://github.com/esdc-devcop/ESDC-Development-Setup/pull/69,Bump glob from 8.1.0 to 9.1.0,69,dependabot/npm_and_yarn/glob-9.1.0,b7f2420b025017d715bdf921319d062ef8774e5f,closed,true,2,3
elevation-of-privilege,TNG,https://github.com/TNG/elevation-of-privilege/pull/29,Bump react-countdown-circle-timer from 2.5.4 to 3.2.1,29,dependabot/npm_and_yarn/react-countdown-circle-timer-3.2.1,dd0ba559c92ee974d1e150f3cc1c482f2efcaadb,closed,true,2,3
shadesof.blue,vlemoine,https://github.com/vlemoine/shadesof.blue/pull/357,chore(deps-dev): bump @nuxtjs/tailwindcss from 5.3.1 to 6.2.0,357,dependabot/npm_and_yarn/nuxtjs/tailwindcss-6.2.0,1af8daa20aaa6dbbf754fe0458a9fcac8d39c43b,closed,true,5,3
arena-tournament,skidsh,https://github.com/skidsh/arena-tournament/pull/25,build: bump rxjs from 6.6.7 to 7.8.0,25,dependabot/npm_and_yarn/rxjs-7.8.0,c2855106e0bc7923743198f3ed8602a97f35a72a,closed,true,2,3
Panoptes-Front-End,zooniverse,https://github.com/zooniverse/Panoptes-Front-End/pull/6902,Bump markdownz from 8.4.1 to 9.0.0,6902,dependabot/npm_and_yarn/markdownz-9.0.0,3934c3057e3630efa4d5d4541fad3243a658a608,closed,true,2,3
29k,29ki,https://github.com/29ki/29k/pull/3415,Bump stripe from 12.18.0 to 13.2.0 in /functions,3415,dependabot/npm_and_yarn/functions/stripe-13.2.0,e0a51600e6df7e475d6566df9b0d50461b341115,closed,true,2,3
frontend-build,hypothesis,https://github.com/hypothesis/frontend-build/pull/412,Bump rollup from 3.29.4 to 4.0.2,412,dependabot/npm_and_yarn/rollup-4.0.2,d806b123ee1506156a3e6c40e3be01d551c0462c,closed,true,2,3
ingred-ui,voyagegroup,https://github.com/voyagegroup/ingred-ui/pull/1450,chore(deps-dev): bump rollup from 3.28.1 to 4.0.2,1450,dependabot/npm_and_yarn/rollup-4.0.2,9f167f6679b3b1f42fdf04419bd509d96fbe83ed,closed,true,3,3
auth0-spa-js,auth0,https://github.com/auth0/auth0-spa-js/pull/1062,build(deps-dev): bump jsonwebtoken from 8.5.1 to 9.0.0,1062,dependabot/npm_and_yarn/jsonwebtoken-9.0.0,d8d3f6bad7101dc36eb5b059f77c6208014c8f23,closed,true,2,3
pontoon-addon,MikkCZ,https://github.com/MikkCZ/pontoon-addon/pull/663,fix: bump @graphql-codegen/typescript-operations from 3.0.4 to 4.0.0,663,dependabot/npm_and_yarn/graphql-codegen/typescript-operations-4.0.0,22cf1e8979eb952da8c9a60ae10e36cea414ad90,closed,true,2,3
react-a11y-footnotes,KittyGiraudel,https://github.com/KittyGiraudel/react-a11y-footnotes/pull/192,Bump @testing-library/jest-dom from 5.17.0 to 6.1.3,192,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.3,f038a396216099ecd9c20d9f885b7910ec937f9e,closed,true,2,3
dtsse-ccd-diff,hmcts,https://github.com/hmcts/dtsse-ccd-diff/pull/31,Bump glob from 8.1.0 to 9.0.2,31,dependabot/npm_and_yarn/glob-9.0.2,edcf733ebcfc03833ded9419098c60029b61c788,closed,true,2,3
road-completion,osmbe,https://github.com/osmbe/road-completion/pull/371,Bump astro from 1.8.0 to 2.0.6 in /report,371,dependabot/npm_and_yarn/report/astro-2.0.6,8217c5e57f9513e437c68e7f3790fa4c158fcd70,closed,true,3,3
vscode-toggle-multilingual-content,chick-p,https://github.com/chick-p/vscode-toggle-multilingual-content/pull/265,chore(deps-dev): bump glob from 9.3.4 to 10.2.3,265,dependabot/npm_and_yarn/glob-10.2.3,67e6bfb17c60ab9d6f752b62e428fd76c8706cd2,closed,true,2,3
tirocinio,marck283,https://github.com/marck283/tirocinio/pull/2,Bump firebase from 9.17.2 to 10.1.0,2,dependabot/npm_and_yarn/firebase-10.1.0,40268a02d4037229d001182b1eb25fc69e57812b,closed,true,7,3
loom-action,JEsperancinhaOrg,https://github.com/JEsperancinhaOrg/loom-action/pull/154,Bump @actions/github from 5.1.1 to 6.0.0,154,dependabot/npm_and_yarn/actions/github-6.0.0,614ebdd5a6a1050a0a2e52d297b495bc17d9ab83,closed,true,2,3
bindl,felipecrs,https://github.com/felipecrs/bindl/pull/494,build(deps): bump cosmiconfig from 8.3.6 to 9.0.0,494,dependabot/npm_and_yarn/cosmiconfig-9.0.0,ece02853166d4f98109f5cb991745b9746431833,closed,true,2,3
ember-async-data,tracked-tools,https://github.com/tracked-tools/ember-async-data/pull/684,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 5.62.0 to 6.2.1,684,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.2.1,b9cdd77905c4d9d662d11fe9ea6696d824a10c97,closed,true,2,3
yari,mdn,https://github.com/mdn/yari/pull/7004,build(deps): bump read-chunk from 3.2.0 to 4.0.3,7004,dependabot/npm_and_yarn/read-chunk-4.0.3,a09ebe1b159a17341020f27df8549990d03440c6,closed,true,4,3
turborepo-remote-cache,ducktors,https://github.com/ducktors/turborepo-remote-cache/pull/111,chore(deps-dev): bump rimraf from 3.0.2 to 4.1.2,111,dependabot/npm_and_yarn/rimraf-4.1.2,5aa46f4fd81e2472323d1f999995a9b449707ddb,closed,true,3,3
element-web,DarkKirb,https://github.com/DarkKirb/element-web/pull/43,Bump style-loader from 2.0.0 to 3.3.3,43,dependabot/npm_and_yarn/style-loader-3.3.3,277d99e370c50e2701ef32ee3d01dbc3f792dafc,closed,true,2,3
zeki,glazk0,https://github.com/glazk0/zeki/pull/43,build(deps): bump query-string from 7.1.3 to 8.1.0,43,dependabot/npm_and_yarn/query-string-8.1.0,0cca2a21ba9b27e5accd3ee264770477283e93bb,closed,true,7,3
jump-math,uwblueprint,https://github.com/uwblueprint/jump-math/pull/261,[npm frontend] (deps): bump @rjsf/bootstrap-4 from 2.5.1 to 3.0.0 in /frontend,261,dependabot/npm_and_yarn/frontend/rjsf/bootstrap-4-3.0.0,44379abd1f646153c1a44ba72634a69d30ace986,closed,true,4,3
betterttv,night,https://github.com/night/betterttv/pull/6517,Bump got from 13.0.0 to 14.0.0,6517,dependabot/npm_and_yarn/got-14.0.0,7a49e77579d6794125546489ddde58e8301a65f5,closed,true,2,3
tp-uptime-2.0,xprc,https://github.com/xprc/tp-uptime-2.0/pull/35,Bump react-tooltip from 4.5.1 to 5.4.0,35,dependabot/npm_and_yarn/react-tooltip-5.4.0,96088ba60764980253cf890fbc9eba375aad652c,closed,true,2,3
MyDataHelpsUI,CareEvolution,https://github.com/CareEvolution/MyDataHelpsUI/pull/169,Bump html-react-parser from 4.2.5 to 5.0.7,169,dependabot/npm_and_yarn/html-react-parser-5.0.7,ea100f8c38432b00a7dcef84cf0f61e06bf2c6cb,closed,true,2,3
blog,rlin1538,https://github.com/rlin1538/blog/pull/1,Bump hexo from 6.3.0 to 7.0.0,1,dependabot/npm_and_yarn/hexo-7.0.0,6d3b25a91ddbb22e4286a66bbcfb12384abe5b4b,closed,true,2,3
fast-blog-page,beowoolf,https://github.com/beowoolf/fast-blog-page/pull/119,chore(deps-dev): bump lint-staged from 13.2.3 to 14.0.1,119,dependabot/npm_and_yarn/lint-staged-14.0.1,33637c7a6037e7d9a74903cc029cb3d3c3171ab7,closed,true,2,3
arduino-lint-action,arduino,https://github.com/arduino/arduino-lint-action/pull/267,Bump prettier from 2.8.8 to 3.0.0,267,dependabot/npm_and_yarn/prettier-3.0.0,a5ecbf75cb2807f0608df49b0d1a5f58876534fa,closed,true,2,3
comunidadestech,impulsoteam,https://github.com/impulsoteam/comunidadestech/pull/323,chore(deps-dev): bump husky from 7.0.1 to 8.0.3,323,dependabot/npm_and_yarn/husky-8.0.3,82ccf73e607ef8388f8f6c676bc5fa6f7eafc79f,closed,true,3,3
maps,nextcloud,https://github.com/nextcloud/maps/pull/817,Bump nouislider from 14.7.0 to 15.6.1,817,dependabot/npm_and_yarn/nouislider-15.6.1,c6cf527baf1f5cdf2956907f5cf72346c4b0e51b,closed,true,2,3
saf,mitre,https://github.com/mitre/saf/pull/1261,Bump open from 8.4.2 to 9.1.0,1261,dependabot/npm_and_yarn/open-9.1.0,e43d3262a3d2f271c2cb2dbe0da9cbe30747ab6d,closed,true,3,3
beatrice,EpokTarren,https://github.com/EpokTarren/beatrice/pull/8,Bump next from 12.1.5 to 13.5.0,8,dependabot/npm_and_yarn/next-13.5.0,3e87e62cf0c053ee045127cff1c4ac39de4b5241,closed,true,2,3
vscode-ext-start-webcontainer,hankei6km,https://github.com/hankei6km/vscode-ext-start-webcontainer/pull/304,chore(deps-dev): Bump vite from 4.5.0 to 5.0.8,304,dependabot/npm_and_yarn/vite-5.0.8,931356f1a08327ff83ce12a1180962d8faff3b1d,closed,true,2,3
desktop,filecoin-station,https://github.com/filecoin-station/desktop/pull/1057,deps: bump electron-log from 4.4.8 to 5.0.0,1057,dependabot/npm_and_yarn/electron-log-5.0.0,392694f8fad7a565d336ae433929f1acfeed8804,closed,true,2,3
ioBroker.renewable-energy-smarthome-controller,Ojathe,https://github.com/Ojathe/ioBroker.renewable-energy-smarthome-controller/pull/32,Bump typescript from 4.9.5 to 5.2.2,32,dependabot/npm_and_yarn/typescript-5.2.2,3edde6728f7d8c9b3e03ce2e21fc03d10d8ccbf6,closed,true,3,3
lucuma-react,gemini-hlsw,https://github.com/gemini-hlsw/lucuma-react/pull/438,Bump highcharts from 10.3.3 to 11.0.0,438,dependabot/npm_and_yarn/highcharts-11.0.0,5cb8cda187dd5d67ef3da0d40e173519955eeb11,closed,true,2,3
akkoma-fe,DarkKirb,https://github.com/DarkKirb/akkoma-fe/pull/15,Bump workbox-webpack-plugin from 6.5.4 to 7.0.0,15,dependabot/npm_and_yarn/workbox-webpack-plugin-7.0.0,6f26545f71e16e9a233caad6b88f257c94bcc49c,closed,true,2,3
gear-wiki,gear-foundation,https://github.com/gear-foundation/gear-wiki/pull/515,Bump rehype-katex from 5.0.0 to 6.0.2,515,dependabot/npm_and_yarn/rehype-katex-6.0.2,b3abd1a0d5dfe553ffbdda0fabc47633e5bbaf8a,closed,true,2,3
variable-substitution,im-open,https://github.com/im-open/variable-substitution/pull/9,Bump minimatch from 3.1.2 to 4.0.0,9,dependabot/npm_and_yarn/minimatch-4.0.0,cbb33bfc29c8d07db814f129812f4994596a1b28,closed,true,4,3
pokemon-web-app,isadorapda,https://github.com/isadorapda/pokemon-web-app/pull/5,chore(deps-dev): bump typescript from 4.9.5 to 5.0.4,5,dependabot/npm_and_yarn/typescript-5.0.4,e7627b270ba8d699e375e4848c17d136c7cb1e4c,closed,true,3,3
serverless-rollup-plugin,theBenForce,https://github.com/theBenForce/serverless-rollup-plugin/pull/341,chore(deps-dev): bump rollup from 3.29.4 to 4.2.0,341,dependabot/npm_and_yarn/rollup-4.2.0,cb4953f6ad583c2c8d41b0992afa2f0f3f7623ab,closed,true,2,3
ics23,cosmos,https://github.com/cosmos/ics23/pull/190,chore: bump typescript from 4.5.5 to 5.2.2 in /js,190,dependabot/npm_and_yarn/js/typescript-5.2.2,d6d11ebe492c90debb6ba7e46c2b2cfe406507f5,closed,true,3,3
scrum-wheel,mnorlin,https://github.com/mnorlin/scrum-wheel/pull/3,chore(deps-dev): bump gh-pages from 4.0.0 to 5.0.0,3,dependabot/npm_and_yarn/gh-pages-5.0.0,78735ebca1204358b90fc93fe6fd014d21502171,closed,true,2,3
doctocat,primer,https://github.com/primer/doctocat/pull/663,Bump @testing-library/jest-dom from 5.17.0 to 6.1.4 in /theme,663,dependabot/npm_and_yarn/theme/testing-library/jest-dom-6.1.4,c84d2908feba5e9ada73db5983c1e50939ba641b,closed,true,5,3
hello-world-nextjs,GuilhermeStracini,https://github.com/GuilhermeStracini/hello-world-nextjs/pull/46,Bump @testing-library/react from 12.1.5 to 13.4.0 in /todo-list,46,dependabot/npm_and_yarn/todo-list/testing-library/react-13.4.0,68676f6deeafd03009731d54ccae5f1ba7e8294d,closed,true,2,3
bfdes.in,bfdes,https://github.com/bfdes/bfdes.in/pull/721,Bump @wooorm/starry-night from 1.7.0 to 2.0.0,721,dependabot/npm_and_yarn/wooorm/starry-night-2.0.0,6b27f677aa2317b58e76f883b2c9420989dffccb,closed,true,5,3
ringofsnakes,KielerGames,https://github.com/KielerGames/ringofsnakes/pull/431,Bump typescript from 4.9.5 to 5.0.4 in /client,431,dependabot/npm_and_yarn/client/typescript-5.0.4,b116ea58888e8e75980e2cc01531bbd2a61ce810,closed,true,3,3
setup-shfmt,mfinelli,https://github.com/mfinelli/setup-shfmt/pull/274,Bump prettier from 2.8.8 to 3.0.2,274,dependabot/npm_and_yarn/prettier-3.0.2,7ff899791e686c83321822a0282150f8f4c81020,closed,true,2,3
lighter,exacaster,https://github.com/exacaster/lighter/pull/566,Bump prettier from 2.8.8 to 3.0.0 in /frontend,566,dependabot/npm_and_yarn/frontend/prettier-3.0.0,1756ff17e84d3ccfaa6f305cc9541d64aa3ffc32,closed,true,2,3
ggt,gadget-inc,https://github.com/gadget-inc/ggt/pull/899,Bump is-wsl from 2.2.0 to 3.1.0,899,dependabot/npm_and_yarn/is-wsl-3.1.0,b22ca48f1c25c8c5f6656a21ff516fcd2ebf0064,closed,true,2,3
ember-rdfa-editor,lblod,https://github.com/lblod/ember-rdfa-editor/pull/580,build(deps-dev): bump @types/uuid from 8.3.4 to 9.0.0,580,dependabot/npm_and_yarn/types/uuid-9.0.0,d775f3445fafe38fdb16b2108a34a3381a19de45,closed,true,2,3
historian-action,Memrise,https://github.com/Memrise/historian-action/pull/351,Bump prettier from 2.8.8 to 3.0.0,351,dependabot/npm_and_yarn/prettier-3.0.0,18c9fbd66bf4c01bd4331a4341d01cf459f05e49,closed,true,2,3
cbv-pos,computerbank-org-au,https://github.com/computerbank-org-au/cbv-pos/pull/77,Bump async from 2.6.3 to 3.2.4 in /app,77,dependabot/npm_and_yarn/app/async-3.2.4,0c165046438e445f458ea70215b4808fefc47759,closed,true,2,3
maps,nextcloud,https://github.com/nextcloud/maps/pull/1172,Build(deps): Bump mapbox-gl from 2.15.0 to 3.0.1,1172,dependabot/npm_and_yarn/mapbox-gl-3.0.1,a2a211547c5ab67239138d31996bf892c6e06ee2,closed,true,2,3
solectrus,solectrus,https://github.com/solectrus/solectrus/pull/1831,Build(deps-dev): Bump typescript from 4.9.5 to 5.0.2,1831,dependabot/npm_and_yarn/typescript-5.0.2,39417b62e26211cadbb9d187df6420ebf3650ff3,closed,true,2,3
LiveChat,viral32111,https://github.com/viral32111/LiveChat/pull/46,Bump typescript from 4.9.5 to 5.2.2 in /Server,46,dependabot/npm_and_yarn/Server/typescript-5.2.2,7b5d521e0aa1d77616af20ed07c61934dbd1964f,closed,true,2,3
js-plugins,origam,https://github.com/origam/js-plugins/pull/121,Bump rollup from 2.59.0 to 3.10.0,121,dependabot/npm_and_yarn/rollup-3.10.0,8218d1dbb9d96acd799308fc357ab6d7d94f70db,closed,true,3,3
eslint-config-ybiquitous,ybiquitous,https://github.com/ybiquitous/eslint-config-ybiquitous/pull/1240,fix(deps): bump eslint-config-prettier from 8.8.0 to 9.0.0,1240,dependabot/npm_and_yarn/eslint-config-prettier-9.0.0,be84d9b8289f9b85ed1099d4d91f7f8b0dac07d8,closed,true,3,3
vikract-base-app,mjsorribas,https://github.com/mjsorribas/vikract-base-app/pull/171,build(deps-dev): bump @vitejs/plugin-react from 3.1.0 to 4.0.0,171,dependabot/npm_and_yarn/develop/vitejs/plugin-react-4.0.0,fbc4533eb3bdf39728e2ef9ba596784a8ba1603e,closed,true,3,3
pontoon-addon,MikkCZ,https://github.com/MikkCZ/pontoon-addon/pull/739,fix: bump marked from 5.1.1 to 6.0.0,739,dependabot/npm_and_yarn/marked-6.0.0,5e42e5ba99ae363c8bd4637896df543feb18966e,closed,true,2,3
react-native-pkce-challenge,dcangulo,https://github.com/dcangulo/react-native-pkce-challenge/pull/241,chore(deps-dev): bump typescript from 4.9.5 to 5.0.2,241,dependabot/npm_and_yarn/typescript-5.0.2,965f1bca1dd45b9fc2769640c74fd498f1ab2358,closed,true,2,3
matrix-react-sdk,DarkKirb,https://github.com/DarkKirb/matrix-react-sdk/pull/5,Bump maplibre-gl from 2.4.0 to 3.6.1,5,dependabot/npm_and_yarn/maplibre-gl-3.6.1,e8a54e48eadf56d17ecada3c393cd5a1e41febea,closed,true,2,3
toddler-world,aheedshah,https://github.com/aheedshah/toddler-world/pull/34,chore(deps): bump web-vitals from 2.1.4 to 3.5.0,34,dependabot/npm_and_yarn/web-vitals-3.5.0,f5051488efea0b76cc63929abeb807dc1ee13aff,closed,true,3,3
planx-new,theopensystemslab,https://github.com/theopensystemslab/planx-new/pull/2207,chore(deps): bump camelcase-keys from 8.0.2 to 9.0.0 in /editor.planx.uk,2207,dependabot/npm_and_yarn/editor.planx.uk/camelcase-keys-9.0.0,e694fe09e93b818a72bbd2ae1a01fe0b2482485e,closed,true,2,3
files_retention,nextcloud,https://github.com/nextcloud/files_retention/pull/296,Chore(deps): Bump @nextcloud/dialogs from 3.2.0 to 4.0.1,296,dependabot/npm_and_yarn/nextcloud/dialogs-4.0.1,5e84a717ca2970126a9b0e80ccc4baada7bcc753,closed,true,2,3
react-a11y-disclosure,KittyGiraudel,https://github.com/KittyGiraudel/react-a11y-disclosure/pull/83,Bump @testing-library/jest-dom from 5.17.0 to 6.1.3,83,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.3,f008fc8e48258b93db2eef19d5acea3f6bdb247d,closed,true,2,3
dma-lib,aesirxio,https://github.com/aesirxio/dma-lib/pull/122,Bump query-string from 7.1.3 to 8.1.0,122,dependabot/npm_and_yarn/query-string-8.1.0,ad7a44eec86aacde815df3b79ca1c87aedcca212,closed,true,2,3
crud-angular-api,Xuantho01,https://github.com/Xuantho01/crud-angular-api/pull/10,Bump @angular/core from 9.1.11 to 10.2.5,10,dependabot/npm_and_yarn/angular/core-10.2.5,fc0700b40fd3948d03d78c96a92afd6afb74ec66,closed,true,3,3
CoreProject,baseplate-admin,https://github.com/baseplate-admin/CoreProject/pull/1241,Bump postcss-preset-env from 7.8.3 to 8.0.0 in /frontend/User,1241,dependabot/npm_and_yarn/frontend/User/postcss-preset-env-8.0.0,3bf8747872dd9c3a02631bd49622f421476ae899,closed,true,2,3
headset-electron,headsetapp,https://github.com/headsetapp/headset-electron/pull/591,chore(deps): bump electron-log from 4.4.8 to 5.0.0,591,dependabot/npm_and_yarn/electron-log-5.0.0,280852360306b0c74e36a5eb342fe82ebc4a02cf,closed,true,2,3
plaain,jonhue,https://github.com/jonhue/plaain/pull/1908,Bump swiper from 9.4.1 to 10.3.1,1908,dependabot/npm_and_yarn/swiper-10.3.1,5f1a7d47482e92a80d78e482bbaf65af9d6d500c,closed,true,2,3
piplayer,demccormack,https://github.com/demccormack/piplayer/pull/24,Bump prettier from 2.8.7 to 3.0.3 in /frontend,24,dependabot/npm_and_yarn/frontend/prettier-3.0.3,f48e0fe41fa30c0ba737926cfe0b43b3631de82e,closed,true,2,3
docs,realgolf,https://github.com/realgolf/docs/pull/7,Bump @sveltejs/kit from 1.28.0 to 2.0.6,7,dependabot/npm_and_yarn/sveltejs/kit-2.0.6,6591773b5284c001949662604ffbfc09f0b0a0b2,closed,true,2,3
lilboards,lilboards,https://github.com/lilboards/lilboards/pull/1521,build(deps): bump debounce from 1.2.1 to 2.0.0,1521,dependabot/npm_and_yarn/debounce-2.0.0,44d3a9b6a8f60728d2e4f439171a297ba63316b9,closed,true,2,3
extension-forced-colors,srapilly,https://github.com/srapilly/extension-forced-colors/pull/6,Bump prettier from 2.8.4 to 3.0.3,6,dependabot/npm_and_yarn/prettier-3.0.3,e65ec22f8b900aecbaf996311a2b155cb7f63b77,closed,true,2,3
web,modernweb-dev,https://github.com/modernweb-dev/web/pull/2264,chore(deps): bump pngjs from 6.0.0 to 7.0.0,2264,dependabot/npm_and_yarn/pngjs-7.0.0,faca8a29fd859977b0ef92df8e96d1ff2f3c9c50,closed,true,2,3
arbor,jrmajor,https://github.com/jrmajor/arbor/pull/32,Bump date-fns from 2.30.0 to 3.0.5,32,dependabot/npm_and_yarn/date-fns-3.0.5,78d857464e0e09836d0bbf1e05a53f62bf42e717,closed,true,2,3
commitlint-config,binden-js,https://github.com/binden-js/commitlint-config/pull/24,devDependencies: bump prettier from 2.8.8 to 3.0.0,24,dependabot/npm_and_yarn/prettier-3.0.0,1df723c5c510d1ad722e36a8a488ab61de6f1def,closed,true,2,3
