name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files
next,oacore,https://github.com/oacore/next/pull/123,Bump lint-staged from 8.2.1 to 9.4.3,123,dependabot/npm_and_yarn/packages/lint-staged-9.4.3,fa6eeef997c563e99272758e967d443a3f4b82e8,closed,true,2,3
runners,sider,https://github.com/sider/runners/pull/100,Update eslint requirement from 5.16.0 to 6.4.0 in /images/eslint,100,dependabot/npm_and_yarn/images/eslint/eslint-6.4.0,b5f5fcacd85866659f5ce3bd1061ec5765b72484,closed,true,2,3
vue-cli-template,ryanjwilke,https://github.com/ryanjwilke/vue-cli-template/pull/40,Bump html-validate-vue from 1.4.0 to 2.0.0,40,dependabot/npm_and_yarn/html-validate-vue-2.0.0,c6a4193f9d17e8243d65dff3c5a1c2ef2a0cd6a6,closed,true,2,4
cas-ciip-portal,bcgov,https://github.com/bcgov/cas-ciip-portal/pull/280,Bump react-relay from 7.1.0 to 8.0.0 in /app,280,dependabot/npm_and_yarn/app/develop/react-relay-8.0.0,0f62c0f6f2225c9fb07bf5e58fc6fa584786503b,closed,true,3,5
web-frameworks,the-benchmarker,https://github.com/the-benchmarker/web-frameworks/pull/2094,Bump 0http from 1.2.4 to 2.1.0 in /javascript/0http,2094,dependabot/npm_and_yarn/javascript/0http/0http-2.1.0,c9b5109f98710a4085b21c40956b90188efbcb7c,closed,true,3,3
ember-cli,ember-cli,https://github.com/ember-cli/ember-cli/pull/8663,Bump broccoli-source from 1.1.0 to 2.1.2,8663,dependabot/npm_and_yarn/broccoli-source-2.1.2,b4a25edffad427a05735f40047a1baf8bfa2edb8,closed,true,7,12
gatsby-plugin-robots-txt,mdreizin,https://github.com/mdreizin/gatsby-plugin-robots-txt/pull/86,chore(deps-dev): bump eslint from 5.16.0 to 6.0.0,86,dependabot/npm_and_yarn/eslint-6.0.0,37fc43355bd4e0864ae2dbfc119dbc836fcde433,closed,true,2,3
mr-flap-js,pinussilvestrus,https://github.com/pinussilvestrus/mr-flap-js/pull/79,chore(deps-dev): bump eslint-config-standard from 12.0.0 to 13.0.0,79,dependabot/npm_and_yarn/eslint-config-standard-13.0.0,52870811da2ef65376c435e10aa52e439ae58a72,closed,true,2,3
orion,inloco,https://github.com/inloco/orion/pull/151,chore(deps-dev): bump @testing-library/react from 8.0.9 to 9.1.0,151,dependabot/npm_and_yarn/testing-library/react-9.1.0,1f62ed2c8668b070673b7569e418f6ee1699fc79,closed,true,2,3
Website-V3,linuswillner,https://github.com/linuswillner/Website-V3/pull/279,Bump eslint-config-standard from 13.0.1 to 14.1.0,279,dependabot/npm_and_yarn/eslint-config-standard-14.1.0,70dccb605211a26cc3c4395389990afb4ac21c2b,closed,true,2,5
intercode,neinteractiveliterature,https://github.com/neinteractiveliterature/intercode/pull/2294,Bump react-select from 2.4.3 to 3.0.3,2294,dependabot/npm_and_yarn/react-select-3.0.3,b959ef7424632bb8184a710d53ed1a183b20fb9e,closed,true,3,3
paas-admin,alphagov,https://github.com/alphagov/paas-admin/pull/186,Bump css-loader from 1.0.0 to 2.1.1,186,dependabot/npm_and_yarn/css-loader-2.1.1,2557f8b9859a95ef09c9d5fe8f303b70823be1fc,closed,true,2,3
mws-sdk,bizon,https://github.com/bizon/mws-sdk/pull/72,Bump got from 9.6.0 to 10.0.1,72,dependabot/npm_and_yarn/got-10.0.1,c35b0392d12e363e06fe44ad00b722ace009fd79,closed,true,4,8
ng-sq-ui,SQ-UI,https://github.com/SQ-UI/ng-sq-ui/pull/104,Bump karma from 3.1.1 to 4.0.0,104,dependabot/npm_and_yarn/develop/karma-4.0.0,06187da7722bbc6f00f0065e0a53c4f228f8145e,closed,true,2,3
cert-verifier-js,blockchain-certificates,https://github.com/blockchain-certificates/cert-verifier-js/pull/127,chore(deps-dev): bump semistandard from 12.0.1 to 13.0.1,127,dependabot/npm_and_yarn/semistandard-13.0.1,845ecf0a1e0689d10f31ded502b5ff8517d09d1c,closed,true,3,13
FindETH,Mrtenz,https://github.com/Mrtenz/FindETH/pull/56,Bump clean-webpack-plugin from 2.0.2 to 3.0.0,56,dependabot/npm_and_yarn/clean-webpack-plugin-3.0.0,7547ac97065e0562f42efb4ca0ea699f5ce6e2aa,closed,true,2,3
openfoodfacts-server,hangy,https://github.com/hangy/openfoodfacts-server/pull/12,Bump gulp-sass from 3.2.1 to 4.0.2,12,dependabot/npm_and_yarn/gulp-sass-4.0.2,7d0144c257e03d1583b2e04e4a887d4b725c13df,closed,true,2,3
opencollective-frontend,opencollective,https://github.com/opencollective/opencollective-frontend/pull/2416,chore(deps-dev): bump babel-plugin-react-intl from 3.5.1 to 4.1.14,2416,dependabot/npm_and_yarn/babel-plugin-react-intl-4.1.14,c5dbe755c791520c43b683a32230565cff63b603,closed,true,2,15
storybook,storybooks,https://github.com/storybooks/storybook/pull/6529,Bump react-redux from 6.0.1 to 7.0.2,6529,dependabot/npm_and_yarn/react-redux-7.0.2,34aa90d500e4460df08e37feef10c860c5f81f96,closed,true,2,4
bobtimus,coblox,https://github.com/coblox/bobtimus/pull/121,Bump ethereumjs-tx from 1.3.7 to 2.1.1,121,dependabot/npm_and_yarn/ethereumjs-tx-2.1.1,083186aecd99e3b99b02e1aae5abce12abd955d5,closed,true,3,3
eth-scan,Mrtenz,https://github.com/Mrtenz/eth-scan/pull/9,Bump clean-webpack-plugin from 2.0.2 to 3.0.0,9,dependabot/npm_and_yarn/next/clean-webpack-plugin-3.0.0,192a8d1d93ebb21d040b98f44b67dcc322b71cf9,closed,true,2,3
frolint,wantedly,https://github.com/wantedly/frolint/pull/241,Bump cosmiconfig from 5.2.1 to 6.0.0,241,dependabot/npm_and_yarn/cosmiconfig-6.0.0,ac4504d138078371d6c2c3491912b96520e6fc02,closed,true,3,4
browserslist-browserstack,xeroxinteractive,https://github.com/xeroxinteractive/browserslist-browserstack/pull/206,chore(deps-dev): bump @types/node from 12.12.17 to 13.1.1,206,dependabot/npm_and_yarn/dev/types/node-13.1.1,36516fe9649bc10a4f69dbca17b94b225cd7c0dc,closed,true,2,5
embark,embark-framework,https://github.com/embark-framework/embark/pull/1849,build(deps): bump bip39 from 2.5.0 to 3.0.2,1849,dependabot/npm_and_yarn/bip39-3.0.2,706e43c9c50d04b4fbc61353e322a1f86305d8fb,closed,true,2,4
exam-engine,digabi,https://github.com/digabi/exam-engine/pull/100,Bump downshift from 3.4.8 to 4.0.0,100,dependabot/npm_and_yarn/downshift-4.0.0,12e98ac944f19f7c1aa449c52bfcecd86b8d3966,closed,true,2,3
igata,diescake,https://github.com/diescake/igata/pull/207,Bump clean-webpack-plugin from 2.0.2 to 3.0.0,207,dependabot/npm_and_yarn/clean-webpack-plugin-3.0.0,bb6b3a837dbf1faa1a868721c953ad0a2f10d4fe,closed,true,2,3
react-bootstrap,react-bootstrap,https://github.com/react-bootstrap/react-bootstrap/pull/3631,chore(deps): bump react-live from 1.12.0 to 2.0.1 in /www,3631,dependabot/npm_and_yarn/www/react-live-2.0.1,7aa2b328d3a49db96649c19df6b6ee1ef9407492,closed,true,4,3
trinity-wallet,iotaledger,https://github.com/iotaledger/trinity-wallet/pull/1998,Bump react-native-document-picker from 2.1.0 to 3.2.2 in /src/mobile,1998,dependabot/npm_and_yarn/src/mobile/react-native-document-picker-3.2.2,88e34d01cb9162f5be48d77b38155b7c613b3b3f,closed,true,5,8
schoeltz,schoeltz,https://github.com/schoeltz/schoeltz/pull/119,Bump react-scripts from 2.1.8 to 3.0.0 in /dotnet-react-app/ClientApp,119,dependabot/npm_and_yarn/dotnet-react-app/ClientApp/react-scripts-3.0.0,a8392d2396e87ca4b4e4df283e98c696d738b6ed,closed,true,3,6
wax911.github.io,wax911,https://github.com/wax911/wax911.github.io/pull/2,Bump history from 3.3.0 to 4.9.0,2,dependabot/npm_and_yarn/history-4.9.0,1d57760bfe1ec135aa2495e15ebc82558017f159,closed,true,4,3
vue-size-provider,ktsn,https://github.com/ktsn/vue-size-provider/pull/1,chore(deps-dev): bump eslint-config-ktsn from 1.0.3 to 2.0.1,1,dependabot/npm_and_yarn/eslint-config-ktsn-2.0.1,aea37374aeeec8f8297cb0fee3145f9ea62e4a67,closed,true,3,3
code-du-travail-backoffice,SocialGouv,https://github.com/SocialGouv/code-du-travail-backoffice/pull/387,chore(deps): bump rebass from 3.1.1 to 4.0.1,387,dependabot/npm_and_yarn/rebass-4.0.1,aab5e5848b52749005745b4b5ca798d535864e02,closed,true,2,26
event-espresso-core,eventespresso,https://github.com/eventespresso/event-espresso-core/pull/1092,Bump @wordpress/scripts from 2.5.0 to 3.1.0,1092,dependabot/npm_and_yarn/@wordpress/scripts-3.1.0,f589cd8bf5ae784dc2b717e595cf48b91bf9fcb9,closed,true,2,3
tusky-api,KnzkApp,https://github.com/KnzkApp/tusky-api/pull/4,Bump sqlite3 from 3.1.13 to 4.0.6,4,dependabot/npm_and_yarn/sqlite3-4.0.6,245de3d8ea3cc4e1a05039f6f7dd3524800962c0,closed,true,2,3
kinto-admin,Kinto,https://github.com/Kinto/kinto-admin/pull/1099,Bump timeago.js from 3.0.2 to 4.0.0,1099,dependabot/npm_and_yarn/timeago.js-4.0.0,25c21acb41ed3a8e8586f674fc8cb72f9a3a9e1d,closed,true,4,4
streetmix,streetmix,https://github.com/streetmix/streetmix/pull/1412,chore(deps-dev): bump eslint from 5.16.0 to 6.0.1,1412,dependabot/npm_and_yarn/eslint-6.0.1,011c8d5ece4c001237cc0c2368f30ef05f75118a,closed,true,2,3
homepage,jutonz,https://github.com/jutonz/homepage/pull/706,Bump date-fns from 1.30.1 to 2.0.1 in /apps/client/assets,706,dependabot/npm_and_yarn/apps/client/assets/date-fns-2.0.1,12ab1dd64ad5e2f06082953faa7f3c422c98158a,closed,true,2,5
wire-web-packages,wireapp,https://github.com/wireapp/wire-web-packages/pull/2505,chore(deps): bump cosmiconfig from 5.2.1 to 6.0.0,2505,dependabot/npm_and_yarn/cosmiconfig-6.0.0,8ac3e22a2b8b3763f755febe985d930e1eb05277,closed,true,3,3
PrairieLib,PrairieLearn,https://github.com/PrairieLearn/PrairieLib/pull/19,Bump async from 2.6.1 to 3.1.0,19,dependabot/npm_and_yarn/async-3.1.0,844814bb64db68ba51205b74a473792155cb0b6b,closed,true,2,3
mar-y,dhis2,https://github.com/dhis2/mar-y/pull/19,chore(deps-dev): bump @dhis2/cli-style from 3.3.4 to 4.0.0,19,dependabot/npm_and_yarn/dhis2/cli-style-4.0.0,642edcf568fde56de2b1ad21d42502ed4f71c44d,closed,true,2,5
event-espresso-core,eventespresso,https://github.com/eventespresso/event-espresso-core/pull/1103,Bump postcss-loader from 2.1.6 to 3.0.0,1103,dependabot/npm_and_yarn/postcss-loader-3.0.0,acde19b43cdc567fabea374442e36c3daf733f42,closed,true,2,11
openapi-typescript-codegen,ferdikoomen,https://github.com/ferdikoomen/openapi-typescript-codegen/pull/12,Bump chalk from 2.4.2 to 3.0.0,12,dependabot/npm_and_yarn/chalk-3.0.0,2416d0a33140d6dc7b9c16ee6d866daddc918fd5,closed,true,2,3
spreed,nextcloud,https://github.com/nextcloud/spreed/pull/2308,Bump eslint-plugin-node from 9.2.0 to 10.0.0,2308,dependabot/npm_and_yarn/eslint-plugin-node-10.0.0,b4f8bcfbb375f0daef31163c9f7337e9e32b2e80,closed,true,2,3
rrp-conciliacao,Fabianopb,https://github.com/Fabianopb/rrp-conciliacao/pull/1,Bump eslint from 3.19.0 to 4.18.2,1,dependabot/npm_and_yarn/eslint-4.18.2,f547a89859df99ecee970eda8085840a6abdd50c,closed,true,2,6
react-gondola,tpucci,https://github.com/tpucci/react-gondola/pull/105,⬆️ Bump mobx-react from 5.4.4 to 6.1.1,105,dependabot/npm_and_yarn/mobx-react-6.1.1,73c878132d36b0cda6e08ac317434829cc9201be,closed,true,2,4
hyper,zeit,https://github.com/zeit/hyper/pull/3921,Bump electron from 6.0.12 to 7.0.0,3921,dependabot/npm_and_yarn/canary/electron-7.0.0,5f6212cd36960a7f2d15b76ba030a39dc35f7733,closed,true,2,6
client,hypothesis,https://github.com/hypothesis/client/pull/1229,Bump eslint from 5.16.0 to 6.0.1,1229,dependabot/npm_and_yarn/eslint-6.0.1,a7b70e7101e7f49572dcf8046e35deb4079080e8,closed,true,2,5
sifrr,sifrr,https://github.com/sifrr/sifrr/pull/279,chore(deps-dev): bump loadtest from 3.0.9 to 4.0.0,279,dependabot/npm_and_yarn/loadtest-4.0.0,c0b4594d7f660c479259bae321c42fd72acf7b8d,closed,true,3,11
elm-boilerplate,imbsky,https://github.com/imbsky/elm-boilerplate/pull/49,Bump clean-webpack-plugin from 2.0.2 to 3.0.0,49,dependabot/npm_and_yarn/clean-webpack-plugin-3.0.0,ffadf2e86e72bc31e26e678d9f5fd6f559f9d70b,closed,true,2,3
pymdown-extensions,facelessuser,https://github.com/facelessuser/pymdown-extensions/pull/501,Bump yargs from 12.0.5 to 13.2.1,501,dependabot/npm_and_yarn/yargs-13.2.1,f717e82cf80a64c61d55b911274eab87d0e29d5d,closed,true,2,3
piping-ui-web,nwtgck,https://github.com/nwtgck/piping-ui-web/pull/68,Bump eslint-plugin-vue from 5.2.3 to 6.0.0,68,dependabot/npm_and_yarn/eslint-plugin-vue-6.0.0,7c34fc06c503d712e3c77afbe07457805f789c58,closed,true,2,3
subway-time,WesSouza,https://github.com/WesSouza/subway-time/pull/35,Bump geolib from 2.0.24 to 3.0.3,35,dependabot/npm_and_yarn/geolib-3.0.3,3e1ac7b41a4e0b8545e8bb7f5b153c1644c24bca,closed,true,2,3
pdf-annotate.js,Submitty,https://github.com/Submitty/pdf-annotate.js/pull/11,Bump eslint from 5.16.0 to 6.0.1,11,dependabot/npm_and_yarn/eslint-6.0.1,64bcbd1680be28893f5569b21f6581d019729343,closed,true,3,4
verification-pages,mysociety,https://github.com/mysociety/verification-pages/pull/599,Bump standard from 11.0.1 to 12.0.1,599,dependabot/npm_and_yarn/standard-12.0.1,047f787d1c051f34fa16ddcf0a22eabb98aae4d5,closed,true,2,4
wire-web-ets,wireapp,https://github.com/wireapp/wire-web-ets/pull/970,chore(deps-dev): bump nock from 10.0.6 to 11.3.2,970,dependabot/npm_and_yarn/nock-11.3.2,64ab955a33745cee115e422c1a846aa763da384f,closed,true,2,3
aws-cdk,aws,https://github.com/aws/aws-cdk/pull/4050,chore(deps-dev): bump nock from 10.0.6 to 11.3.4,4050,dependabot/npm_and_yarn/nock-11.3.4,2392108c010d0700ad64798b9b9dc5cb01047e83,closed,true,3,4
create-adapter,ioBroker,https://github.com/ioBroker/create-adapter/pull/368,Bump @types/node from 12.12.21 to 13.1.4,368,dependabot/npm_and_yarn/types/node-13.1.4,fd084d0b096ecb8b70c68448a80ff1c1d7f18eb6,closed,true,3,4
ember-test-selectors,simplabs,https://github.com/simplabs/ember-test-selectors/pull/433,build(deps-dev): bump eslint-plugin-ember from 6.9.1 to 7.5.0,433,dependabot/npm_and_yarn/eslint-plugin-ember-7.5.0,83138f119af7d1cbc3e370109e60397fa973c1d5,closed,true,2,3
frolint,wantedly,https://github.com/wantedly/frolint/pull/151,Bump @typescript-eslint/eslint-plugin from 1.13.0 to 2.0.0,151,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-2.0.0,94fa2fcf353f808c3c38119a26162a4b9880cdf0,closed,true,3,4
DouyuTool,HowardTangHw,https://github.com/HowardTangHw/DouyuTool/pull/6,Bump webpack-dev-server from 2.9.7 to 3.1.11,6,dependabot/npm_and_yarn/webpack-dev-server-3.1.11,6958ee25aa3660f3ca916ff54921bb899c2f00d2,closed,true,2,3
spectral,stoplightio,https://github.com/stoplightio/spectral/pull/754,chore: Bump strip-ansi from 5.2.0 to 6.0.0,754,dependabot/npm_and_yarn/strip-ansi-6.0.0,e9affa032c165be2168521fe4b98a0a091814837,closed,true,3,3
koki-sato.github.io,koki-sato,https://github.com/koki-sato/koki-sato.github.io/pull/32,Bump next from 8.1.0 to 9.0.0,32,dependabot/npm_and_yarn/next-9.0.0,4e7aa21e3f4be79608cd1d345e81df4b9e6352aa,closed,true,2,8
server,miragejs,https://github.com/miragejs/server/pull/149,build(deps-dev): bump rollup-plugin-alias from 1.5.2 to 2.0.1,149,dependabot/npm_and_yarn/rollup-plugin-alias-2.0.1,98914832a6b826fceeefb2d74fc586241c2b536e,closed,true,2,3
eorzea-weather,flowercartelet,https://github.com/flowercartelet/eorzea-weather/pull/52,Bump eslint-config-airbnb-base from 13.2.0 to 14.0.0,52,dependabot/npm_and_yarn/eslint-config-airbnb-base-14.0.0,6114093a4a94cf009b9a8f94dafbf1a3d2fca79a,closed,true,2,3
eslint-config-es,thenativeweb,https://github.com/thenativeweb/eslint-config-es/pull/86,fix: bump eslint-plugin-unicorn from 14.0.1 to 15.0.0,86,dependabot/npm_and_yarn/eslint-plugin-unicorn-15.0.0,c8cd025e6dd7d90a75096506f4d5481741cca023,closed,true,2,3
routo,exeto,https://github.com/exeto/routo/pull/73,Bump size-limit from 1.3.8 to 2.0.2,73,dependabot/npm_and_yarn/size-limit-2.0.2,f702e44311ca49f04adb47912eb6edbef9843363,closed,true,2,4
ttt-react,ricglz0201,https://github.com/ricglz0201/ttt-react/pull/168,Bump react-intl from 2.9.0 to 3.3.2,168,dependabot/npm_and_yarn/dev/react-intl-3.3.2,8b0974258f01e03033fc25389441dad7c7b76989,closed,true,2,3
htmlelement.polyfills,haensl,https://github.com/haensl/htmlelement.polyfills/pull/13,Bump eslint from 3.19.0 to 4.18.2,13,dependabot/npm_and_yarn/eslint-4.18.2,3da02d48bf9f865215ca715b16803c8c26e669b9,closed,true,3,4
ts,9renpoto,https://github.com/9renpoto/ts/pull/938,build(deps-dev): bump eslint from 5.16.0 to 6.4.0,938,dependabot/npm_and_yarn/eslint-6.4.0,bb97ee1d478fe025c97510fceb9de9ee82cfb34e,closed,true,2,12
eslint-config-ponko2,ponko2,https://github.com/ponko2/eslint-config-ponko2/pull/114,Bump lint-staged from 8.2.1 to 9.1.0,114,dependabot/npm_and_yarn/lint-staged-9.1.0,fc1a7597a4031e7264025c9d30ebd9fa6a72bb4e,closed,true,2,4
laravel-adminpanel,viralsolani,https://github.com/viralsolani/laravel-adminpanel/pull/430,[Security] Bump bootstrap from 3.4.1 to 4.1.2,430,dependabot/npm_and_yarn/develop/bootstrap-4.1.2,71c01ba1ce237da4b25c99fc7c207166c2c5507b,closed,true,8,4
updatescanner,sneakypete81,https://github.com/sneakypete81/updatescanner/pull/462,Bump eslint from 5.16.0 to 6.0.0,462,dependabot/npm_and_yarn/eslint-6.0.0,38511aa21b8b9eb73bd47053fb8bbcfc729f8ec4,closed,true,3,9
mastodon,tootsuite,https://github.com/tootsuite/mastodon/pull/11930,Bump react-select from 2.4.4 to 3.0.5,11930,dependabot/npm_and_yarn/react-select-3.0.5,50b9276330e38657d3a4f596db29f78ac242eaf7,closed,true,2,3
cello,hyperledger,https://github.com/hyperledger/cello/pull/91,Bump mongoose from 4.13.11 to 5.7.5 in /build_image/dockerhub/v0.9.0/user-dashboard,91,dependabot/npm_and_yarn/build_image/dockerhub/v0.9.0/user-dashboard/mongoose-5.7.5,2e4cab969821ebd609b7eaf94799c26ede4af949,closed,true,2,6
ktapi-js,125m125,https://github.com/125m125/ktapi-js/pull/240,Bump eslint from 5.16.0 to 6.0.1,240,dependabot/npm_and_yarn/eslint-6.0.1,f2e5741e03d88aab528b0641a9f12648b8761934,closed,true,2,4
react-native-secure-clipboard,rajivshah3,https://github.com/rajivshah3/react-native-secure-clipboard/pull/125,Bump eslint-config-airbnb-base from 13.2.0 to 14.0.0,125,dependabot/npm_and_yarn/eslint-config-airbnb-base-14.0.0,2fee3ace61a28d74b387e2c487acca290471f77f,closed,true,3,4
site,hexojs,https://github.com/hexojs/site/pull/1235,build(deps-dev): bump eslint-config-hexo from 3.0.0 to 4.0.0,1235,dependabot/npm_and_yarn/eslint-config-hexo-4.0.0,0dec910869d47a63dbcfb1b8ec6baaf517d0d1e5,closed,true,2,5
goalert,target,https://github.com/target/goalert/pull/238,build(deps-dev): bump file-loader from 4.3.0 to 5.0.2 in /web/src,238,dependabot/npm_and_yarn/web/src/file-loader-5.0.2,11485ca45c724a329d7c7d532e471d2f7fb53099,closed,true,8,4
karma-ui5,SAP,https://github.com/SAP/karma-ui5/pull/110,Bump eslint from 5.16.0 to 6.3.0,110,dependabot/npm_and_yarn/eslint-6.3.0,7722d4a2e3ace7db27991599d03a3d6ff95d133e,closed,true,2,14
client,hypothesis,https://github.com/hypothesis/client/pull/1622,Bump sinon from 7.5.0 to 8.0.1,1622,dependabot/npm_and_yarn/sinon-8.0.1,b66e69e897a560be558d20bdd36518f5d8aec691,closed,true,2,19
opennms-helm,OpenNMS,https://github.com/OpenNMS/opennms-helm/pull/130,Bump chai from 3.5.0 to 4.2.0,130,dependabot/npm_and_yarn/jira/HELM-171/chai-4.2.0,3cf3479e4ca69a98c8803b85fc49aaaf5545c2ee,closed,true,2,3
connordav.is,dav-is,https://github.com/dav-is/connordav.is/pull/189,Build(deps-dev): Bump eslint-config-standard from 12.0.0 to 13.0.1,189,dependabot/npm_and_yarn/eslint-config-standard-13.0.1,15f2247d80a4ede309ce5d3a41a626109fc437b2,closed,true,2,3
soldoc,HQ20,https://github.com/HQ20/soldoc/pull/68,Bump meow from 5.0.0 to 6.0.0,68,dependabot/npm_and_yarn/meow-6.0.0,7352ab89f8698424d25a0e38cfb095f1ffed8dec,closed,true,2,3
homepage,ybiquitous,https://github.com/ybiquitous/homepage/pull/89,Bump ybiq from 7.3.0 to 8.0.0,89,dependabot/npm_and_yarn/ybiq-8.0.0,a05150a291a6e37b91452c3c9970e05bed0ed434,closed,true,2,4
documentation,eXist-db,https://github.com/eXist-db/documentation/pull/370,chore(deps-dev): bump gulp-standard from 12.0.0 to 13.1.0,370,dependabot/npm_and_yarn/gulp-standard-13.1.0,c81f5bbf4b1a09040c840d7c317c5b74529dbd86,closed,true,2,3
ring-ui,JetBrains,https://github.com/JetBrains/ring-ui/pull/1022,Bump eslint from 5.16.0 to 6.0.1,1022,dependabot/npm_and_yarn/eslint-6.0.1,aefa0214b2b38f6f8880413798ac1cb326c8befc,closed,true,4,7
twofactor_email,rullzer,https://github.com/rullzer/twofactor_email/pull/9,Bump css-loader from 2.1.1 to 3.2.0,9,dependabot/npm_and_yarn/css-loader-3.2.0,97cef7c36f85884e03c684505c9302c72e86051f,closed,true,2,3
otogi-novels,luccafort,https://github.com/luccafort/otogi-novels/pull/1,Bump webpack-dev-server from 2.11.2 to 3.1.4,1,dependabot/npm_and_yarn/webpack-dev-server-3.1.4,08c5ff8cc836cbe339d6f6b4581e970ed3ccddf9,closed,true,28,48
sazerac,sazeracjs,https://github.com/sazeracjs/sazerac/pull/54,Bump eslint from 5.16.0 to 6.0.1,54,dependabot/npm_and_yarn/eslint-6.0.1,60f35be4bbc4082c0da2db89014fe4e74e79c77e,closed,true,3,3
backfill,microsoft,https://github.com/microsoft/backfill/pull/86,Bump execa from 2.0.4 to 3.1.0,86,dependabot/npm_and_yarn/execa-3.1.0,443ac930a274929e88261cc22b0751fcdf215b33,closed,true,2,4
wax911.github.io,wax911,https://github.com/wax911/wax911.github.io/pull/7,Bump eslint from 4.7.1 to 5.16.0,7,dependabot/npm_and_yarn/eslint-5.16.0,1d57760bfe1ec135aa2495e15ebc82558017f159,closed,true,4,3
hexo-html-minifier,hexojs,https://github.com/hexojs/hexo-html-minifier/pull/45,chore(deps-dev): bump eslint-config-hexo from 3.0.0 to 4.0.0,45,dependabot/npm_and_yarn/eslint-config-hexo-4.0.0,d195687f2b602ac0c2956efd79953648360e27c7,closed,true,2,3
roboter,thenativeweb,https://github.com/thenativeweb/roboter/pull/219,fix: bump globby from 10.0.1 to 11.0.0,219,dependabot/npm_and_yarn/globby-11.0.0,5d72e519799e447861587a903ca1e962c079f47e,closed,true,3,8
ava-wrapper-spl,125m125,https://github.com/125m125/ava-wrapper-spl/pull/176,Bump eslint from 5.16.0 to 6.0.1,176,dependabot/npm_and_yarn/eslint-6.0.1,0c798b819b61aec09a4a997f207bab46b110aad0,closed,true,2,3
itdagene-webapp,itdagene-ntnu,https://github.com/itdagene-ntnu/itdagene-webapp/pull/163,Bump relay-hooks from 1.3.0 to 2.1.0,163,dependabot/npm_and_yarn/relay-hooks-2.1.0,409dacc11e26037319be20b65f35113d0c80024e,closed,true,2,3
storybook,storybookjs,https://github.com/storybookjs/storybook/pull/6963,Bump react-scripts from 2.1.8 to 3.0.1,6963,dependabot/npm_and_yarn/react-scripts-3.0.1,485fd617b312844e96e79a5221285c9eb8912b00,closed,true,3,4
jsii,aws,https://github.com/aws/jsii/pull/695,chore(deps): bump log4js from 4.5.1 to 5.0.0,695,dependabot/npm_and_yarn/log4js-5.0.0,d90b3047bfbfed57c96a912ef3f9a541f839d61a,closed,true,2,4
camunda-modeler-wakatime-plugin,pinussilvestrus,https://github.com/pinussilvestrus/camunda-modeler-wakatime-plugin/pull/43,chore(deps): bump electron from 5.0.8 to 6.0.0,43,dependabot/npm_and_yarn/electron-6.0.0,d1b86f96ac5ed2ad5d6ec3c8f7eb1890d2dcca62,closed,true,2,4
graphql-subscription-server,4Catalyzer,https://github.com/4Catalyzer/graphql-subscription-server/pull/193,chore(deps-dev): bump eslint-plugin-react-hooks from 1.7.0 to 2.0.1,193,dependabot/npm_and_yarn/eslint-plugin-react-hooks-2.0.1,cb99b4d3cd7b497fd67580f33caec31884cdd1a4,closed,true,2,3
acm-statistics,Liu233w,https://github.com/Liu233w/acm-statistics/pull/431,chore(deps-dev): bump supertest from 3.4.2 to 4.0.0 in /crawler-api-backend,431,dependabot/npm_and_yarn/crawler-api-backend/supertest-4.0.0,fc3e432cc53c3d086d381919a77da558bf2a831e,closed,true,3,4
wire-web-ets,wireapp,https://github.com/wireapp/wire-web-ets/pull/1116,chore(deps): bump celebrate from 10.0.1 to 11.0.0,1116,dependabot/npm_and_yarn/celebrate-11.0.0,984f72de357473b36377c2ffb596ae0de60380a4,closed,true,2,7
Eureka,C-uo,https://github.com/C-uo/Eureka/pull/4,Bump webpack-dev-server from 2.11.5 to 3.1.11 in /vue_d3,4,dependabot/npm_and_yarn/vue_d3/webpack-dev-server-3.1.11,b35903a1b55a5c739c6542d2a4530dedf16e70d5,closed,true,3,12
ordinem,ffflorian,https://github.com/ffflorian/ordinem/pull/168,chore(deps): bump cosmiconfig from 5.2.1 to 6.0.0,168,dependabot/npm_and_yarn/cosmiconfig-6.0.0,db8d1392859f0489f49987c34969cbd3358e3fa8,closed,true,2,3
stale,skjnldsv,https://github.com/skjnldsv/stale/pull/11,Bump standard from 12.0.1 to 13.0.0,11,dependabot/npm_and_yarn/standard-13.0.0,948c171ef7e22ac42203b0d77dd216e67862d2c0,closed,true,2,3
discord-md-tags,bdistin,https://github.com/bdistin/discord-md-tags/pull/19,Bump ava from 1.4.1 to 2.2.0,19,dependabot/npm_and_yarn/ava-2.2.0,37bd3f5d2bdb12a8b85c7c5665c3c09ec22724fc,closed,true,4,3
auto,intuit,https://github.com/intuit/auto/pull/859,Bump file-type from 12.4.2 to 13.0.3,859,dependabot/npm_and_yarn/file-type-13.0.3,64a8747c007db4041d8f5aad36ce1e0aaa0cc24f,closed,true,2,3
dev.to,thepracticaldev,https://github.com/thepracticaldev/dev.to/pull/5207,Bump jest-fetch-mock from 2.1.2 to 3.0.0,5207,dependabot/npm_and_yarn/jest-fetch-mock-3.0.0,f86f93bc8ab796fee1a6a1b58fdbace87e8b5152,closed,true,2,3
web,tadoku,https://github.com/tadoku/web/pull/82,Bump next from 8.1.0 to 9.0.2,82,dependabot/npm_and_yarn/next-9.0.2,6c134ce2343b36fb494ba5aac9e2d4f68fc28990,closed,true,10,12
