name,owner,prUrl,prTitle,number,branchName,baseCommit,event,merged,commits,changedFiles
aniyomi-website,jmir1,https://github.com/jmir1/aniyomi-website/pull/7,Bump eslint from 7.32.0 to 8.3.0,7,dependabot/npm_and_yarn/eslint-8.3.0,677521519f0cbded06139f892e0de018ec854ab7,closed,true,2,3
routo,exeto,https://github.com/exeto/routo/pull/544,Bump husky from 6.0.0 to 7.0.1,544,dependabot/npm_and_yarn/husky-7.0.1,a36d42da7792f5c5945cb796fe92ba5e7f5e7640,closed,true,2,3
jsonresume-theme-orbit-original,XuluWarrior,https://github.com/XuluWarrior/jsonresume-theme-orbit-original/pull/60,Bump marked from 3.0.8 to 4.0.6,60,dependabot/npm_and_yarn/marked-4.0.6,c979a2df113a2f8b9236797994c4051219fe8934,closed,true,2,3
sc-actions-client,Smart-Chef-Dev,https://github.com/Smart-Chef-Dev/sc-actions-client/pull/112,build(deps-dev): bump lint-staged from 10.5.4 to 11.1.1,112,dependabot/npm_and_yarn/develop/lint-staged-11.1.1,fda8bacff83bff4a712a50a78a780799f596ac48,closed,true,2,3
statutory,AEGEE,https://github.com/AEGEE/statutory/pull/582,chore(deps-dev): bump husky from 6.0.0 to 7.0.1,582,dependabot/npm_and_yarn/husky-7.0.1,338b7628ddf2e2292ebe50c85f1e6cb2483a7a48,closed,true,2,3
traQ_S-UI,traPtitech,https://github.com/traPtitech/traQ_S-UI/pull/2818,Bump cypress from 8.7.0 to 9.0.0,2818,dependabot/npm_and_yarn/cypress-9.0.0,e7e0a56d50ea0abe72a60147494eb4c2a574e7b4,closed,true,2,3
airy,airyhq,https://github.com/airyhq/airy/pull/2317,Bump react-markdown from 6.0.3 to 7.0.0,2317,dependabot/npm_and_yarn/react-markdown-7.0.0,1ad14f6d1c65597fd5fabaa1858ff73d6b8213ee,closed,true,2,3
youtube-video-js,markcellus,https://github.com/markcellus/youtube-video-js/pull/411,Bump sinon from 11.1.1 to 12.0.1,411,dependabot/npm_and_yarn/sinon-12.0.1,ebc4c02ca9287092cd7563e0b9fcdb1662785bc1,closed,true,2,3
heartly,heartly,https://github.com/heartly/heartly/pull/484,build(deps): bump eslint-plugin-markdown from 1.0.2 to 2.0.0,484,dependabot/npm_and_yarn/eslint-plugin-markdown-2.0.0,0505532268ff95d6ee36d452854618063d8c062c,closed,true,2,3
hackaru-web,hackaru-app,https://github.com/hackaru-app/hackaru-web/pull/1069,Bump eslint-plugin-vue from 7.20.0 to 8.1.1,1069,dependabot/npm_and_yarn/eslint-plugin-vue-8.1.1,6c97889cfdc52835a809b407552d729474ebe4dd,closed,true,2,3
PMM,Charlie-Sumorok,https://github.com/Charlie-Sumorok/PMM/pull/26,Bump electron from 12.0.9 to 13.0.1,26,dependabot/npm_and_yarn/electron-13.0.1,be8675508dafe928d2571431687753faf86414ef,closed,true,4,3
modular,jpmorganchase,https://github.com/jpmorganchase/modular/pull/419,Bump puppeteer from 9.1.1 to 10.0.0,419,dependabot/npm_and_yarn/puppeteer-10.0.0,b20a09cd786a049e8def7de57d33d0a4968e6d00,closed,true,2,3
papr,plexinc,https://github.com/plexinc/papr/pull/25,test: bump husky from 6.0.0 to 7.0.0,25,dependabot/npm_and_yarn/husky-7.0.0,2cfac08a0e304eaf9b3ed027b70281e11086710a,closed,true,2,3
dom-serializer,cheeriojs,https://github.com/cheeriojs/dom-serializer/pull/333,build(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.1.0,333,dependabot/npm_and_yarn/eslint-config-prettier-8.1.0,3d963cff5ef909c9f5c0a60d16b977b1008305d3,closed,true,2,3
uiowa,uiowa,https://github.com/uiowa/uiowa/pull/3161,Bump gulp-postcss from 8.0.0 to 9.0.0,3161,dependabot/npm_and_yarn/gulp-postcss-9.0.0,e63542edebfb96f0d91680e446a6c3520b44cee2,closed,true,3,3
stylelint-config-skyscanner,Skyscanner,https://github.com/Skyscanner/stylelint-config-skyscanner/pull/160,Bump lint-staged from 11.2.6 to 12.1.4,160,dependabot/npm_and_yarn/lint-staged-12.1.4,bcefc10eeee3702a25eb155a0f6320a71c1f81ca,closed,true,2,3
vscode-appcelerator-titanium,appcelerator,https://github.com/appcelerator/vscode-appcelerator-titanium/pull/611,build(deps-dev): bump vscode-extension-tester from 3.2.6 to 4.0.0,611,dependabot/npm_and_yarn/vscode-extension-tester-4.0.0,2da681ad7001a9452b09e74c4dd4cb699f985e1a,closed,true,2,3
tms-theme-base,devgeniem,https://github.com/devgeniem/tms-theme-base/pull/62,NPM(deps-dev): Bump webpack-cli from 3.3.12 to 4.7.2,62,dependabot/npm_and_yarn/webpack-cli-4.7.2,0951b4a915f78203e21de64d935cdcd43a0284ef,closed,true,3,3
rwlock-promise,SOF3,https://github.com/SOF3/rwlock-promise/pull/55,Bump typescript from 3.9.10 to 4.4.2,55,dependabot/npm_and_yarn/typescript-4.4.2,28b21fec4e2d7183806101ef6790be4994339e70,closed,true,2,3
booQ-UI,traPtitech,https://github.com/traPtitech/booQ-UI/pull/393,Bump eslint-config-prettier from 7.2.0 to 8.0.0,393,dependabot/npm_and_yarn/eslint-config-prettier-8.0.0,0ceeda73c370c4b2a3e327f711ab5d2d18fbef02,closed,true,2,3
tracker-connect,brunobesson,https://github.com/brunobesson/tracker-connect/pull/38,Bump husky from 6.0.0 to 7.0.0,38,dependabot/npm_and_yarn/husky-7.0.0,97fdfc859d53abe2c3df65e00e1777381a68bbee,closed,true,2,3
sapling,saplingjs,https://github.com/saplingjs/sapling/pull/346,Bump unused-filename from 3.0.1 to 4.0.0,346,dependabot/npm_and_yarn/unused-filename-4.0.0,411e88aecd4ff1bfa9d2597f6ec12e70c68e44f1,closed,true,2,3
web-monetization-projects,coilhq,https://github.com/coilhq/web-monetization-projects/pull/1754,chore(deps): bump ajv from 7.2.4 to 8.0.1,1754,dependabot/npm_and_yarn/ajv-8.0.1,1ea83115722ca788315c879d724383302b49031b,closed,true,2,3
stark,NationalBankBelgium,https://github.com/NationalBankBelgium/stark/pull/2758,chore(deps-dev): bump karma-jasmine from 3.3.1 to 4.0.1,2758,dependabot/npm_and_yarn/karma-jasmine-4.0.1,d544505d0929e25c801d17d0191c4bc6ec3d99a0,closed,true,2,3
app,team-aie,https://github.com/team-aie/app/pull/167,chore(deps-dev): bump eslint-plugin-testing-library from 3.10.1 to 4.1.0,167,dependabot/npm_and_yarn/dev/eslint-plugin-testing-library-4.1.0,f044abc55c00ffa70f2a49b49642d99bd0769882,closed,true,2,3
piipan,18F,https://github.com/18F/piipan/pull/2449,Bump postcss-csso from 5.0.1 to 6.0.0 in /query-tool/src/Piipan.QueryTool,2449,dependabot/npm_and_yarn/query-tool/src/Piipan.QueryTool/postcss-csso-6.0.0,0dac63ac89fdb01af4585666da16210d6eb7cdfa,closed,true,3,3
ui5-logger,SAP,https://github.com/SAP/ui5-logger/pull/226,Bump eslint-plugin-ava from 11.0.0 to 12.0.0,226,dependabot/npm_and_yarn/eslint-plugin-ava-12.0.0,249588631089aad0d13b80aa0d68243d56d4a854,closed,true,2,3
almond-cloud,stanford-oval,https://github.com/stanford-oval/almond-cloud/pull/1123,Bump prom-client from 13.2.0 to 14.0.1,1123,dependabot/npm_and_yarn/prom-client-14.0.1,75d7aad9bbc99fc20a406426433accdb7b107eb4,closed,true,2,3
retrospective,hchevalier,https://github.com/hchevalier/retrospective/pull/300,Bump sanitize-html from 1.27.3 to 2.3.2,300,dependabot/npm_and_yarn/sanitize-html-2.3.2,4176ea3596a627809b0ad21622c0b390012ac561,closed,true,3,3
in-solidarity-bot,jpoehnelt,https://github.com/jpoehnelt/in-solidarity-bot/pull/235,build(deps): bump ajv from 7.1.1 to 8.1.0,235,dependabot/npm_and_yarn/ajv-8.1.0,7f36dd4eec9fc1894137be02423b411293ed7246,closed,true,2,3
shiftium,vcborn,https://github.com/vcborn/shiftium/pull/9,Bump eslint from 7.32.0 to 8.4.1,9,dependabot/npm_and_yarn/eslint-8.4.1,269e4145b79d147a96eb4b0e901dfc46a0b9d5d8,closed,true,2,3
find-unused-sass-variables,XhmikosR,https://github.com/XhmikosR/find-unused-sass-variables/pull/158,Bump commander from 7.2.0 to 8.0.0,158,dependabot/npm_and_yarn/commander-8.0.0,6f3f405564d6dbdd86ef076fb701eed359042f2e,closed,true,2,3
JabRefOnline,JabRef,https://github.com/JabRef/JabRefOnline/pull/451,Bump @graphql-eslint/eslint-plugin from 1.1.4 to 2.1.0,451,dependabot/npm_and_yarn/graphql-eslint/eslint-plugin-2.1.0,34499cd618655939e26aeda1699faec060145008,closed,true,2,3
shecodes-2020,nccshecodes,https://github.com/nccshecodes/shecodes-2020/pull/167,Bump gulp-sass from 4.1.0 to 5.0.0,167,dependabot/npm_and_yarn/gulp-sass-5.0.0,6d6c0c386480c3336e3ef507ceabea2b3c29a760,closed,true,4,3
icons,funda-frontend,https://github.com/funda-frontend/icons/pull/218,chore(deps-dev): bump webpack-dev-server from 3.11.2 to 4.1.1,218,dependabot/npm_and_yarn/webpack-dev-server-4.1.1,890652cde05fb5b05104f937eb933a85e50b2d92,closed,true,2,3
mailcheck.site,MailCheck-co,https://github.com/MailCheck-co/mailcheck.site/pull/400,build(deps-dev): bump rehype-autolink-headings from 5.1.0 to 6.0.0,400,dependabot/npm_and_yarn/rehype-autolink-headings-6.0.0,c37ec699a452eba41f3b43e75f94c0f895e8c1e1,closed,true,3,3
wai-matomo-theme,AgID,https://github.com/AgID/wai-matomo-theme/pull/164,Bump gulp-sass from 4.1.1 to 5.0.0,164,dependabot/npm_and_yarn/gulp-sass-5.0.0,3d038eb4f295a5f2a1d1dc5da33a38f2abc2f461,closed,true,3,3
node-tradfri-client,AlCalzone,https://github.com/AlCalzone/node-tradfri-client/pull/544,build(deps-dev): bump @alcalzone/release-script from 2.2.1 to 3.4.0,544,dependabot/npm_and_yarn/alcalzone/release-script-3.4.0,9412988b72eefac4f42e10acc98db483b8f63e70,closed,true,2,3
svg-icons,svg-icons,https://github.com/svg-icons/svg-icons/pull/464,Bump @primer/octicons from 14.2.2 to 15.0.0,464,dependabot/npm_and_yarn/primer/octicons-15.0.0,e79ad4853b6ed1fcf5349962801123e7a3d23377,closed,true,3,3
almond-cloud,stanford-oval,https://github.com/stanford-oval/almond-cloud/pull/1029,Bump prom-client from 12.0.0 to 13.1.0,1029,dependabot/npm_and_yarn/prom-client-13.1.0,6d2ace63c0a89cd1d948ec36e08417afcf7ed50f,closed,true,2,3
TeachLAFrontend,uclaacm,https://github.com/uclaacm/TeachLAFrontend/pull/582,Bump husky from 6.0.0 to 7.0.2,582,dependabot/npm_and_yarn/husky-7.0.2,02fe41fcec825be2ed3848cba0ce5c8c227cb4c8,closed,true,2,3
pinda-fun,pinda-fun,https://github.com/pinda-fun/pinda-fun/pull/1168,Bump history from 4.10.1 to 5.0.1 in /Web,1168,dependabot/npm_and_yarn/Web/history-5.0.1,4ec59429ec221718767d9ecb4a348db2dc9cf460,closed,true,3,3
litentry-app,litentry,https://github.com/litentry/litentry-app/pull/250,Bump react-native-reanimated from 1.13.3 to 2.2.0,250,dependabot/npm_and_yarn/develop/react-native-reanimated-2.2.0,34743258ee55260f2a7d1584421cd4c82e04dc05,closed,true,3,3
kinto-admin,Kinto,https://github.com/Kinto/kinto-admin/pull/1713,Bump webpack from 4.44.2 to 5.22.0,1713,dependabot/npm_and_yarn/webpack-5.22.0,6346bac9efc42a4b165bd81538aaf6caa334b3cb,closed,true,2,3
iwanttobealight.ru,iwanttobealight,https://github.com/iwanttobealight/iwanttobealight.ru/pull/8,Bump sanitize-html from 1.27.5 to 2.3.2,8,dependabot/npm_and_yarn/sanitize-html-2.3.2,9a662347a2b0ed7127ee4a76fff1eb1aa4fd8ddb,closed,true,2,3
Markdown-Editor,yoanndelattre,https://github.com/yoanndelattre/Markdown-Editor/pull/206,Bump marked from 3.0.8 to 4.0.5,206,dependabot/npm_and_yarn/marked-4.0.5,44c169d03c8b79a4b7bdbddffc02d5a4cea4df53,closed,true,2,3
megalodon,h3poteto,https://github.com/h3poteto/megalodon/pull/906,Bump ws from 7.4.6 to 8.2.2,906,dependabot/npm_and_yarn/ws-8.2.2,a77c393cac8398c56d23c950cf89b567c0bb018c,closed,true,2,3
drhayes.io,drhayes,https://github.com/drhayes/drhayes.io/pull/8,Bump unist-util-visit from 2.0.3 to 3.1.0,8,dependabot/npm_and_yarn/unist-util-visit-3.1.0,2537c2cc38e653686689d56565a08cf5b6b5d447,closed,true,4,3
wheel-gestures,xiel,https://github.com/xiel/wheel-gestures/pull/578,chore(deps-dev): bump husky from 4.3.6 to 5.2.0,578,dependabot/npm_and_yarn/next/husky-5.2.0,a40b34bced84e25778950e152e9c8c1fc3c62e28,closed,true,3,3
liquid-fire-reveal,kpfefferle,https://github.com/kpfefferle/liquid-fire-reveal/pull/543,Bump eslint-plugin-ember from 9.6.0 to 10.1.2,543,dependabot/npm_and_yarn/eslint-plugin-ember-10.1.2,fa95ca999b8e7a564e17765373b57f60ed557fad,closed,true,2,3
solaredge-client,shaungrady,https://github.com/shaungrady/solaredge-client/pull/91,chore(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.1.0,91,dependabot/npm_and_yarn/eslint-config-prettier-8.1.0,f6be375193cda9792bb80e0bc817edafa7512b2f,closed,true,2,3
resistance-sidekick,RevolutionTech,https://github.com/RevolutionTech/resistance-sidekick/pull/70,build(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.1.0,70,dependabot/npm_and_yarn/eslint-config-prettier-8.1.0,df1be1936e950c1263e23f5cf9ce51130e6e94c4,closed,true,2,3
music-rating,Kruspe,https://github.com/Kruspe/music-rating/pull/448,Bump @testing-library/user-event from 12.8.3 to 13.0.16,448,dependabot/npm_and_yarn/testing-library/user-event-13.0.16,377c11891502cc938f9caf6e1f45630c46f2338c,closed,true,2,3
foundation.mozilla.org,mozilla,https://github.com/mozilla/foundation.mozilla.org/pull/5987,Bump postcss-cli from 7.1.2 to 8.3.1,5987,dependabot/npm_and_yarn/postcss-cli-8.3.1,1eca240461a6489f42105d0991856fd8edf5132b,closed,true,4,3
concourse,concourse,https://github.com/concourse/concourse/pull/7888,build(deps-dev): bump puppeteer from 12.0.1 to 13.0.0,7888,dependabot/npm_and_yarn/puppeteer-13.0.0,d798799f1627844954628b78d405ca187c9e95ad,closed,true,2,3
portfolio,LeGmask,https://github.com/LeGmask/portfolio/pull/164,⬆️ Bump react-markdown from 5.0.3 to 6.0.2,164,dependabot/npm_and_yarn/react-markdown-6.0.2,562753d2c956fc089a4b506780e05a154360808f,closed,true,2,3
aria-telegram-mirror-bot,tomyprs,https://github.com/tomyprs/aria-telegram-mirror-bot/pull/38,Bump @types/get-folder-size from 2.0.0 to 3.0.0,38,dependabot/npm_and_yarn/dev/types/get-folder-size-3.0.0,82aecb6ab64fe9c7d2fe12e747574523dd7d169e,closed,true,2,3
tavla,entur,https://github.com/entur/tavla/pull/502,Bump firebase-admin from 9.12.0 to 10.0.0 in /functions,502,dependabot/npm_and_yarn/functions/firebase-admin-10.0.0,6f92f43d12166fb496fc4a8e6f4d2274a455a671,closed,true,2,3
setup-conda,s-weigand,https://github.com/s-weigand/setup-conda/pull/183,Bump typescript from 3.9.10 to 4.5.4,183,dependabot/npm_and_yarn/typescript-4.5.4,db50f00c976322262af875957a75a77bf029322c,closed,true,2,3
gh-open,ffflorian,https://github.com/ffflorian/gh-open/pull/625,chore: bump commander from 6.2.1 to 7.0.0,625,dependabot/npm_and_yarn/commander-7.0.0,beaebab20759e155de73a419504c35ecab8f4376,closed,true,2,3
maze-gen,JRIngram,https://github.com/JRIngram/maze-gen/pull/72,Bump prando from 5.1.2 to 6.0.1,72,dependabot/npm_and_yarn/prando-6.0.1,44ea9c5f4656fc7dfd8651ebf0cfc72bf4cbb163,closed,true,2,3
recursive-copy-cli,libinvarghese,https://github.com/libinvarghese/recursive-copy-cli/pull/514,chore(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.3.0,514,dependabot/npm_and_yarn/develop/eslint-config-prettier-8.3.0,2c397439e0de7b22a046f724887e88f1881246c5,closed,true,2,3
electron-info,ffflorian,https://github.com/ffflorian/electron-info/pull/585,chore: bump husky from 4.3.8 to 5.0.9,585,dependabot/npm_and_yarn/husky-5.0.9,1aa98672357d1a22e32e922bf2e7c20bc62bc486,closed,true,2,3
haxan,marvin-j97,https://github.com/marvin-j97/haxan/pull/178,Bump eslint-config-prettier from 7.1.0 to 8.1.0,178,dependabot/npm_and_yarn/eslint-config-prettier-8.1.0,5c64f02164523f7ec7d256f6329d6aa41a07283c,closed,true,2,3
actions,Shuttlerock,https://github.com/Shuttlerock/actions/pull/384,Bump eslint-config-prettier from 7.2.0 to 8.0.0,384,dependabot/npm_and_yarn/eslint-config-prettier-8.0.0,af4657f1b35dec8c24bbd37f090b13b2f9d5459a,closed,true,2,3
ember-octicons,kpfefferle,https://github.com/kpfefferle/ember-octicons/pull/666,Bump ember-cli-deprecation-workflow from 1.0.1 to 2.0.0,666,dependabot/npm_and_yarn/ember-cli-deprecation-workflow-2.0.0,f089fe657553443f6f7b8630c8448442bcba4fb3,closed,true,2,3
utgw.net-2020,utgwkk,https://github.com/utgwkk/utgw.net-2020/pull/154,Bump next from 10.2.3 to 11.0.1,154,dependabot/npm_and_yarn/next-11.0.1,5471d3372a39c28a06d3406fa11d3501243963de,closed,true,3,3
finance-web,gabrieltanchen,https://github.com/gabrieltanchen/finance-web/pull/429,chore(deps-dev): bump eslint-plugin-ember from 9.3.0 to 10.1.1,429,dependabot/npm_and_yarn/eslint-plugin-ember-10.1.1,e90b2409e23fb97620d11d1f45fa681fe877dff6,closed,true,2,3
astro-simulations,ccnmtl,https://github.com/ccnmtl/astro-simulations/pull/2605,build(deps): bump pixi.js from 5.3.8 to 6.0.0 in /exoplanet-transit-simulator,2605,dependabot/npm_and_yarn/exoplanet-transit-simulator/pixi.js-6.0.0,98fea76f60e34c17526aced4949cbeec0a5e4a7f,closed,true,2,3
forem,forem,https://github.com/forem/forem/pull/12731,Bump svgo from 1.3.2 to 2.0.1,12731,dependabot/npm_and_yarn/svgo-2.0.1,f68727538252f69890d286206b719fcae999419a,closed,true,3,3
icons,homestars,https://github.com/homestars/icons/pull/51,Bump react-dev-utils from 10.1.0 to 11.0.4,51,dependabot/npm_and_yarn/react-dev-utils-11.0.4,3bc7f01ee33e1c1eb1da11c8cfedf78313ec5fa8,closed,true,2,3
block-autosquash-commits-action,xt0rted,https://github.com/xt0rted/block-autosquash-commits-action/pull/96,Bump @actions/github from 3.0.0 to 4.0.0,96,dependabot/npm_and_yarn/actions/github-4.0.0,6d1d4491800b7cc3b57e54cb6821e3978d5dc74a,closed,true,2,3
allerta-vvf,allerta-vvf,https://github.com/allerta-vvf/allerta-vvf/pull/193,Bump terser-webpack-plugin from 4.2.3 to 5.1.1 in /server/resources,193,dependabot/npm_and_yarn/server/resources/terser-webpack-plugin-5.1.1,56893285517d367bde94bf7a4ae8fb4f7a3b7528,closed,true,2,3
excalidraw,excalidraw,https://github.com/excalidraw/excalidraw/pull/2581,chore(deps): bump nanoid from 2.1.11 to 3.1.20,2581,dependabot/npm_and_yarn/nanoid-3.1.20,e682cf9bf66c7e14d8b9fd4f43330da17f013d96,closed,true,2,3
viewtube-vue,ViewTube,https://github.com/ViewTube/viewtube-vue/pull/403,⬆️ Bump eslint-config-prettier from 7.2.0 to 8.0.0,403,dependabot/npm_and_yarn/main/eslint-config-prettier-8.0.0,50025ef4e1bbdda4def67b2e6c1f74cbdddd8edc,closed,true,2,3
polls,nextcloud,https://github.com/nextcloud/polls/pull/1303,Bump terser-webpack-plugin from 4.2.3 to 5.0.3,1303,dependabot/npm_and_yarn/terser-webpack-plugin-5.0.3,1f6bad2e4004d01cbbc0dbd2e915258c31a6f30f,closed,true,2,3
atlas,Amsterdam,https://github.com/Amsterdam/atlas/pull/4001,Bump react-resize-detector from 5.2.0 to 6.6.0,4001,dependabot/npm_and_yarn/react-resize-detector-6.6.0,2950c03cd20647cbee508266feee7f77f22d362d,closed,true,2,3
jsonl-db,AlCalzone,https://github.com/AlCalzone/jsonl-db/pull/204,build(deps-dev): bump husky from 6.0.0 to 7.0.1,204,dependabot/npm_and_yarn/husky-7.0.1,7c171f2194088d21bf744b228d2062317694b055,closed,true,2,3
ga-lite,jehna,https://github.com/jehna/ga-lite/pull/279,Bump cypress from 6.8.0 to 7.1.0,279,dependabot/npm_and_yarn/cypress-7.1.0,df2d7e8b48baf368b8cb68a1a59aece555ebcf86,closed,true,2,3
8bit_phone,SnipeDragon,https://github.com/SnipeDragon/8bit_phone/pull/1,Bump style-loader from 1.1.2 to 2.0.0 in /ui,1,dependabot/npm_and_yarn/ui/style-loader-2.0.0,ee2a9904b3cda941b5c93c365a04e9e5200c2b80,closed,true,2,3
anasdidi-dev,anas-didi95,https://github.com/anas-didi95/anasdidi-dev/pull/122,Bump @graphql-codegen/typescript from 1.22.0 to 2.2.2,122,dependabot/npm_and_yarn/graphql-codegen/typescript-2.2.2,a706ee1f9a873c203a9c52ef4060008d6bd60aac,closed,true,2,3
funtch,ViBiOh,https://github.com/ViBiOh/funtch/pull/288,chore(deps-dev): bump rollup from 1.32.1 to 2.40.0,288,dependabot/npm_and_yarn/rollup-2.40.0,7302a9e136ee8bf81b4b9abb9d8d65e6621fc43b,closed,true,2,3
blocks,Glitchy-Scratch,https://github.com/Glitchy-Scratch/blocks/pull/34,build(webpack): Bump webpack from 4.46.0 to 5.46.0,34,dependabot/npm_and_yarn/webpack-5.46.0,efecf216ee586a4c971be8fa606d49a62ea92786,closed,true,2,3
dddem-web,DDDEastMidlandsLimited,https://github.com/DDDEastMidlandsLimited/dddem-web/pull/380,Build(deps): Bump next from 10.2.3 to 11.0.0,380,dependabot/npm_and_yarn/next-11.0.0,ec161c7cf70e19722099521bd38bba0e2aee4ddc,closed,true,6,3
heuristicalert,remotehour,https://github.com/remotehour/heuristicalert/pull/21,Bump @types/js-yaml from 3.12.5 to 4.0.1,21,dependabot/npm_and_yarn/types/js-yaml-4.0.1,ded45f9cfc24a7f9784857ecb27518d4cd7e2502,closed,true,2,3
upload-artifact,mmorel-35,https://github.com/mmorel-35/upload-artifact/pull/9,Bump typescript from 3.8.3 to 4.3.5,9,dependabot/npm_and_yarn/typescript-4.3.5,622d3b015bd90074d1f63fdd32bdefb02f22cdd2,closed,true,4,3
create-security-txt,Dreamseer,https://github.com/Dreamseer/create-security-txt/pull/12,Bump execa from 5.1.1 to 6.0.0,12,dependabot/npm_and_yarn/execa-6.0.0,3bab12a63b5900c7d6631883c41fc0aac5972320,closed,true,2,3
piipan,18F,https://github.com/18F/piipan/pull/2329,Bump cypress from 8.7.0 to 9.1.0 in /dashboard/src/Piipan.Dashboard,2329,dependabot/npm_and_yarn/dashboard/src/Piipan.Dashboard/cypress-9.1.0,725311743504e9582e2a5b67d096e62acfbee131,closed,true,5,3
jonhue.github.io,jonhue,https://github.com/jonhue/jonhue.github.io/pull/362,Bump webpack-dev-server from 3.11.2 to 4.0.0,362,dependabot/npm_and_yarn/webpack-dev-server-4.0.0,53094d1873ea2ec0f2952705d79563afb65c1e99,closed,true,2,3
code-style,NationalBankBelgium,https://github.com/NationalBankBelgium/code-style/pull/238,chore(deps-dev): bump husky from 6.0.0 to 7.0.1,238,dependabot/npm_and_yarn/husky-7.0.1,5b4a6fd99e8f80d138845f10c576ec8a14425ceb,closed,true,2,3
random-user-js,kwokkan,https://github.com/kwokkan/random-user-js/pull/22,Bump react-leaflet from 2.7.0 to 3.2.2,22,dependabot/npm_and_yarn/react-leaflet-3.2.2,69014623606e97e6db3aa4a5f9a7ed7d9e0d9a15,closed,true,2,3
State-TalentMAP,MetaPhase-Consulting,https://github.com/MetaPhase-Consulting/State-TalentMAP/pull/1353,Bump react-toastify from 6.2.0 to 7.0.3,1353,dependabot/npm_and_yarn/react-toastify-7.0.3,eaf6c003b6a61d3b70d1ff6f75236a6533730a33,closed,true,8,3
cli,dsmjs,https://github.com/dsmjs/cli/pull/1089,fix(deps): bump @travi/javascript-scaffolder from 13.7.0 to 14.2.0,1089,dependabot/npm_and_yarn/travi/javascript-scaffolder-14.2.0,a8cfbf5667bda201e340ee6aeed5445c98c5fa79,closed,true,2,3
libyear,jdanil,https://github.com/jdanil/libyear/pull/100,chore(deps): bump execa from 5.1.1 to 6.0.0,100,dependabot/npm_and_yarn/execa-6.0.0,a43a05eadb9b25114e03348ad80610623d08cc1b,closed,true,2,3
changelog-enforcer,dangoslen,https://github.com/dangoslen/changelog-enforcer/pull/162,Bump eslint from 7.28.0 to 8.1.0,162,dependabot/npm_and_yarn/releases/v3.0/eslint-8.1.0,2f444e5766cbfcff98aad95b46f8a4b6e6ebe574,closed,true,4,3
sourcegraph,sourcegraph,https://github.com/sourcegraph/sourcegraph/pull/18133,build(deps): bump marked from 1.2.7 to 2.0.3,18133,dependabot/npm_and_yarn/marked-2.0.0,1e46a0416b4d1c0701a2807c5031c8dae5fde739,closed,true,4,3
electron-icon-generator,ffflorian,https://github.com/ffflorian/electron-icon-generator/pull/446,chore: bump husky from 4.3.8 to 5.0.9,446,dependabot/npm_and_yarn/husky-5.0.9,74510628d236c81e0dffb4b8e7c5a3e20d4e1144,closed,true,2,3
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/1907,Bump marked from 3.0.7 to 4.0.3,1907,dependabot/npm_and_yarn/marked-4.0.3,be637ece5e6567bc5ddb3e302fc55948ffd2258f,closed,true,3,3
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/528,Bump use-debounce from 5.2.0 to 6.0.1,528,dependabot/npm_and_yarn/use-debounce-6.0.1,c057e4a4cc06c228429edb9be3548c2b9664824b,closed,true,2,3
headset-electron,headsetapp,https://github.com/headsetapp/headset-electron/pull/415,chore(deps-dev): bump eslint-plugin-ava from 12.0.0 to 13.0.0,415,dependabot/npm_and_yarn/eslint-plugin-ava-13.0.0,bc451cf2281eef03489cb70daa602dd0f242888e,closed,true,2,3
graphql-hooks,nearform,https://github.com/nearform/graphql-hooks/pull/711,chore(deps-dev): bump webpack from 4.46.0 to 5.64.4,711,dependabot/npm_and_yarn/webpack-5.64.4,f50acdedb501c47a8f0aa51aa0161d2e298ab015,closed,true,5,3
focus-trap,focus-trap,https://github.com/focus-trap/focus-trap/pull/460,[DEPENDABOT]: Bump @testing-library/cypress from 7.0.6 to 8.0.0,460,dependabot/npm_and_yarn/testing-library/cypress-8.0.0,0cb60a9fa05f69d5bc7ff85aefce4238b033d2b5,closed,true,2,3
webpack,webpack,https://github.com/webpack/webpack/pull/13860,chore(deps): bump eslint-scope from 5.1.1 to 6.0.0,13860,dependabot/npm_and_yarn/eslint-scope-6.0.0,e9a6b57ed70f17f23798b9ebf83f1165ad963c31,closed,true,2,3
NVA-Frontend,BIBSYSDEV,https://github.com/BIBSYSDEV/NVA-Frontend/pull/1664,Bump cypress from 6.8.0 to 7.0.1,1664,dependabot/npm_and_yarn/cypress-7.0.1,84b4a67dbb934b13d102c1bc4bb41513616dcdc8,closed,true,12,3
pledge-agent,felixbrucker,https://github.com/felixbrucker/pledge-agent/pull/22,Bump js-yaml from 3.14.1 to 4.0.0,22,dependabot/npm_and_yarn/js-yaml-4.0.0,81d576b9dba641a186d2a5b4e577b9e53d1a0f8f,closed,true,2,3
quick-sort,ffflorian,https://github.com/ffflorian/quick-sort/pull/398,chore: bump husky from 4.3.8 to 5.0.9,398,dependabot/npm_and_yarn/husky-5.0.9,7e588488bf02d8de734447a38b0110aa8afbbb7b,closed,true,2,3
